Chr,Start,End
1,23368441,23371441
1,23382441,23386441
1,23411441,23414441
1,23429441,23435441
1,23447441,23449441
1,23492441,23495441
1,23509441,23514441
1,23528441,23535441
1,23535441,23552441
1,23583441,23595441
1,23676441,23697441
1,23698441,23742441
1,23744441,23749441
1,23754441,23762441
1,23772441,23789441
1,23800441,23804441
1,23810441,23817441
1,23820441,23825441
1,23907441,23912441
1,23925441,23930441
1,23932441,23936441
1,23936441,23945441
1,23946441,23949441
1,23956441,23958441
1,24007441,24012441
1,24021441,24024441
1,24070441,24088441
1,24097441,24099441
1,24100441,24106441
1,24144441,24147441
1,24323441,24325441
1,24330441,24335441
1,24357441,24361441
1,24365441,24368441
1,24380441,24384441
1,24442441,24444441
1,24446441,24448441
1,24456441,24466441
1,24468441,24471441
1,24480441,24484441
1,24490441,24493441
1,24494441,24497441
1,24516441,24519441
1,24544441,24551441
1,24563441,24566441
1,24576441,24590441
1,24599441,24617441
1,24672441,24680441
1,24888441,24897441
1,24910441,24918441
1,24918441,24926441
1,24927441,24933441
1,24937441,24945441
1,24953441,24956441
1,25146441,25152441
1,25181441,25219441
1,25240441,25243441
1,25253441,25262441
1,25276441,25285441
1,25411441,25417441
1,25424441,25428441
1,25429441,25432441
1,25449441,25452441
1,25476441,25479441
1,25526441,25530441
1,25544441,25546441
1,25583441,25587441
1,25781441,25784441
1,25886441,25888441
1,25890441,25903441
1,25907441,25922441
1,25923441,25927441
1,25927441,25932441
1,25934441,25941441
1,25983441,25995441
1,25998441,26011441
1,26018441,26021441
1,26026441,26031441
1,26039441,26042441
1,26043441,26047441
1,26049441,26052441
1,26054441,26057441
1,26093441,26099441
1,26112441,26114441
1,26121441,26143441
1,26145441,26148441
1,26158441,26161441
1,26314441,26321441
1,26323441,26334441
1,26352441,26355441
1,26357441,26360441
1,26382441,26387441
1,26398441,26403441
1,26454441,26462441
1,26471441,26481441
1,26481441,26484441
1,26494441,26499441
1,26502441,26508441
1,26534441,26548441
1,26553441,26557441
1,26618441,26622441
1,26741441,26746441
1,26749441,26752441
1,26766441,26780441
1,26783441,26794441
1,26824441,26833441
1,26880441,26883441
1,26892441,26896441
1,26937441,26946441
1,27046441,27049441
1,27075441,27077441
1,27088441,27091441
1,27121441,27172441
1,27177441,27196441
1,27201441,27299441
1,27308441,27342441
1,27344441,27346441
1,27516441,27518441
1,27538441,27543441
1,27701441,27707441
1,27803441,27806441
1,27810441,27813441
1,27824441,27827441
1,28077142,28082142
1,28167142,28191142
1,28220142,28254142
1,28274142,28285142
1,28471142,28474142
1,28529142,28534142
1,28678142,28683142
1,28707142,28715142
1,28720142,28731142
1,28744142,28747142
1,28748142,28776142
1,28785142,28796142
1,28798142,28842142
1,28842142,28861142
1,28877142,28879142
1,28884142,28886142
1,28899142,28903142
1,28941142,28945142
1,28946142,28949142
1,28950142,28953142
1,28954142,28958142
1,28959142,28965142
1,28970142,28975142
1,28976142,28981142
1,28982142,28989142
1,28991142,28993142
1,29001142,29034142
1,29036142,29044142
1,29051142,29054142
1,29073142,29077142
1,29109142,29121142
1,29132142,29141142
1,29151142,29185142
1,29190142,29207142
1,29209142,29215142
1,29215142,29225142
1,29225142,29246142
1,29272142,29279142
1,29298142,29301142
1,29302142,29307142
1,29318142,29326142
1,29331142,29338142
1,29355142,29384142
1,29388142,29399142
1,29437142,29450142
1,29450142,29453142
1,29459142,29463142
1,29490142,29495142
1,29517142,29521142
1,29521142,29526142
1,29527142,29537142
1,29561142,29565142
1,29574142,29577142
1,29643142,29646142
1,29650142,29655142
1,29655142,29663142
1,29685142,29687142
1,29713142,29728142
1,29728142,29732142
1,29758142,29762142
1,29773142,29776142
1,29841142,29855142
1,29857142,29867142
1,29881142,29883142
1,29884142,29892142
1,29895142,29917142
1,29922142,29931142
1,29932142,29943142
1,29944142,29953142
1,29956142,29991142
1,30038142,30049142
1,30060142,30064142
1,30066142,30071142
1,30071142,30078142
1,30104142,30107142
1,30114142,30117142
1,30117142,30134142
1,30134142,30139142
1,30139142,30143142
1,30164142,30167142
1,30171142,30180142
1,30182142,30192142
1,30283142,30288142
1,30290142,30294142
1,30395142,30401142
1,30402142,30412142
1,30485142,30493142
1,30549142,30567142
1,30736142,30738142
1,30747142,30759142
1,30765142,30768142
1,30773142,30776142
1,30795142,30801142
1,30818142,30825142
1,30962142,30964142
1,30969142,30973142
1,30981142,30986142
1,31021142,31026142
1,31100142,31116142
1,31116142,31119142
1,31207142,31212142
1,31458142,31464142
1,31555142,31564142
1,31626142,31631142
1,31689142,31711142
1,31725142,31744142
1,31746142,31769142
1,31779142,31799142
1,31799142,31813142
1,32119142,32140142
1,32150142,32153142
1,32164142,32199142
1,32199142,32230142
1,32357142,32371142
1,32451142,32456142
1,32457142,32461142
1,32480142,32483142
1,32486142,32491142
1,32502142,32504142
1,32505142,32507142
1,32511142,32516142
1,32532142,32539142
1,32539142,32545142
1,32591142,32600142
1,32652142,32655142
1,32692142,32695142
1,32702142,32704142
1,32822142,32829142
1,32993142,32999142
1,33011142,33016142
1,33022142,33028142
1,33039142,33042142
1,33042142,33045142
1,33059142,33061142
1,33065142,33068142
1,33075142,33078142
1,33079142,33081142
1,33083142,33091142
1,33091142,33097142
1,33103142,33111142
1,33125142,33132142
1,33235142,33239142
1,33241142,33244142
1,33274142,33276142
1,33283142,33285142
1,33342142,33350142
1,33362142,33366142
1,33366142,33370142
1,33383142,33385142
1,33388142,33392142
1,33406142,33410142
1,33433142,33437142
1,33450142,33453142
1,33643142,33647142
1,33753142,33758142
1,33777142,33781142
1,33786142,33789142
1,33819142,33825142
1,33875142,33879142
1,33879142,33882142
1,33883142,33886142
1,33887142,33890142
1,33943142,33945142
1,33955142,33959142
1,33961142,33964142
1,33967142,33971142
1,33985142,33993142
1,34025142,34028142
1,34160142,34171142
1,34172142,34178142
1,34178142,34194142
1,34194142,34198142
1,34199142,34210142
1,34216142,34228142
1,34234142,34236142
1,34431142,34435142
1,34466142,34469142
1,34528142,34533142
1,34540142,34549142
1,34567142,34571142
1,34632142,34635142
1,34637142,34647142
1,34670142,34672142
1,34672142,34676142
1,34688142,34692142
1,34692142,34698142
1,34718142,34721142
1,34775142,34779142
1,34796142,34800142
1,34815142,34820142
1,34828142,34833142
1,34848142,34851142
1,34859142,34862142
1,34922142,34926142
1,34936142,34950142
1,34956142,34965142
1,34968142,34976142
1,34995142,34998142
1,34999142,35002142
1,35017142,35022142
1,35034142,35042142
1,35048142,35052142
1,35122142,35125142
1,35201142,35207142
1,35215142,35218142
1,35219142,35225142
1,35236142,35238142
1,35243142,35250142
1,35299142,35303142
1,35372142,35374142
1,35656142,35659142
1,35784142,35787142
1,36205142,36208142
1,36277142,36283142
1,36286142,36290142
1,36293142,36298142
1,36312142,36315142
1,36319142,36324142
1,36325142,36328142
1,36549142,36553142
1,36565142,36575142
1,36674142,36678142
1,36814142,36818142
1,36838142,36842142
1,37006142,37009142
1,37013142,37018142
1,37035142,37039142
1,37042142,37045142
1,37087142,37089142
1,37426142,37429142
1,37563142,37565142
1,37606142,37611142
1,37611142,37614142
1,37617142,37619142
1,37636142,37638142
1,37646142,37649142
1,37698142,37703142
1,37725142,37730142
1,37816142,37832142
1,37855142,37860142
1,37922142,37926142
1,37938142,37941142
1,38159142,38161142
1,38368142,38371142
1,38535142,38538142
1,38588142,38592142
1,38621142,38627142
1,38646142,38650142
1,38757142,38760142
1,38764142,38770142
1,38799142,38803142
1,38815142,38817142
1,38818142,38821142
1,38822142,38843142
1,38844142,38853142
1,38922142,38931142
1,38954142,38958142
1,38991142,38997142
1,39044142,39054142
1,39058142,39061142
1,39068142,39071142
1,39072142,39081142
1,39130142,39134142
1,39160142,39163142
1,39202142,39206142
1,39210142,39214142
1,39236142,39239142
1,39245142,39248142
1,39276142,39281142
1,39282142,39289142
1,39307142,39316142
1,39450142,39453142
1,39547142,39554142
1,39669142,39673142
1,39683142,39688142
1,39740142,39743142
1,39744142,39747142
1,39795142,39797142
1,39800142,39804142
1,39819142,39822142
1,39882142,39885142
1,39895142,39902142
1,39908142,39915142
1,39930142,39934142
1,39941142,39945142
1,39954142,39962142
1,39973142,39975142
1,40124142,40128142
1,40172142,40176142
1,40544142,40549142
1,40590142,40595142
1,40835142,40840142
1,40903142,40909142
1,40923142,40929142
1,40941142,40949142
1,40949142,40953142
1,40960142,40963142
1,40976142,40978142
1,40983142,40988142
1,40998142,41006142
1,41102142,41108142
1,41109142,41112142
1,41150142,41154142
1,41155142,41159142
1,41229142,41238142
1,41278142,41286142
1,41356142,41371142
1,41639142,41651142
1,41671142,41675142
1,41697142,41705142
1,41754142,41756142
1,41833142,41835142
1,41894142,41910142
1,42077142,42082142
1,42115142,42118142
1,42123142,42127142
1,42135142,42139142
1,42171142,42174142
1,42221142,42229142
1,42302142,42314142
1,42416142,42418142
1,42435142,42437142
1,42438142,42441142
1,42489142,42494142
1,42517142,42520142
1,42570142,42575142
1,42897142,42901142
1,43008142,43011142
1,43139142,43151142
1,43223142,43228142
1,43230142,43232142
1,43244142,43253142
1,43273142,43285142
1,43369142,43376142
1,43378142,43381142
1,43389142,43393142
1,43395142,43400142
1,43430142,43435142
1,43440142,43442142
1,43445142,43451142
1,43469142,43478142
1,43712142,43716142
1,43755142,43764142
1,43785142,43794142
1,43797142,43807142
1,43878142,43880142
1,43883142,43886142
1,43914142,43922142
1,44095142,44099142
1,44100142,44103142
1,44136142,44144142
1,44154142,44161142
1,44188142,44192142
1,44196142,44203142
1,44210142,44221142
1,44226142,44258142
1,44258142,44267142
1,44267142,44274142
1,44280142,44284142
1,44290142,44295142
1,44334142,44337142
1,44356142,44361142
1,44374142,44377142
1,44379142,44381142
1,44385142,44407142
1,44461142,44471142
1,44485142,44490142
1,44495142,44498142
1,44523142,44528142
1,44528142,44533142
1,44555142,44557142
1,44563142,44571142
1,44574142,44586142
1,44593142,44599142
1,44603142,44621142
1,44627142,44631142
1,44646142,44657142
1,44664142,44670142
1,44696142,44712142
1,44715142,44722142
1,44730142,44746142
1,44756142,44760142
1,44760142,44789142
1,44809142,44816142
1,44816142,44829142
1,44839142,44850142
1,44851142,44862142
1,44883142,44891142
1,44917142,44921142
1,44947142,44953142
1,44991142,45003142
1,45195142,45206142
1,45207142,45211142
1,45212142,45215142
1,45245142,45251142
1,45284142,45287142
1,45295142,45299142
1,45308142,45311142
1,45324142,45327142
1,45328142,45331142
1,45400142,45404142
1,45441142,45445142
1,45447142,45451142
1,45488142,45491142
1,45523142,45530142
1,45530142,45535142
1,45539142,45545142
1,45557142,45559142
1,45581142,45584142
1,45589142,45594142
1,45598142,45605142
1,45609142,45615142
1,45658142,45661142
1,45663142,45669142
1,45669142,45676142
1,45677142,45680142
1,45687142,45693142
1,45694142,45697142
1,45731142,45744142
1,45749142,45760142
1,45773142,45777142
1,45814142,45817142
1,45818142,45823142
1,45831142,45835142
1,45854142,45857142
1,45861142,45867142
1,45876142,45890142
1,45954142,45957142
1,45961142,45970142
1,46104142,46110142
1,46208142,46211142
1,46227142,46230142
1,46311142,46323142
1,46467142,46472142
1,46481142,46498142
1,46508142,46522142
1,46591142,46599142
1,46601142,46606142
1,46751142,46762142
1,46763142,46770142
1,46873142,46881142
1,46887142,46893142
1,46900142,46904142
1,46937142,46947142
1,46952142,46956142
1,46958142,46964142
1,46967142,46977142
1,47135142,47139142
1,47147142,47149142
1,47150142,47163142
1,47174142,47181142
1,47182142,47187142
1,47188142,47191142
1,47206142,47212142
1,47228142,47233142
1,47237142,47241142
1,47258142,47261142
1,47261142,47269142
1,47273142,47276142
1,47277142,47280142
1,47287142,47291142
1,47318142,47326142
1,47403142,47415142
1,47454142,47456142
1,47627142,47631142
1,47642142,47653142
1,47676142,47686142
1,47695142,47699142
1,47711142,47721142
1,47723142,47731142
1,47878142,47880142
1,47882142,47885142
1,47887142,47894142
1,47919142,47932142
1,47936142,47946142
1,47951142,47955142
1,47958142,47962142
1,48023142,48026142
1,48062142,48065142
1,48178142,48183142
1,48191142,48197142
1,48198142,48219142
1,48231142,48234142
1,48235142,48241142
1,48247142,48258142
1,48269142,48272142
1,48272142,48275142
1,48301142,48313142
1,48321142,48326142
1,48403142,48409142
1,48422142,48432142
1,48437142,48443142
1,48459142,48462142
1,48463142,48466142
1,48480142,48482142
1,48485142,48492142
1,48609142,48611142
1,48613142,48616142
1,48651142,48664142
1,48664142,48667142
1,48667142,48671142
1,48700142,48724142
1,48761142,48764142
1,48785142,48790142
1,48798142,48802142
1,48870142,48878142
1,48879142,48885142
1,48893142,48901142
1,48910142,48914142
1,48917142,48924142
1,48951142,48963142
1,48979142,48990142
1,49002142,49011142
1,49015142,49022142
1,49034142,49045142
1,49109142,49114142
1,49141142,49160142
1,49162142,49168142
1,49211142,49213142
1,49217142,49226142
1,49226142,49235142
1,49238142,49243142
1,49243142,49247142
1,49248142,49253142
1,49253142,49257142
1,49273142,49279142
1,49287142,49298142
1,49300142,49306142
1,49333142,49336142
1,49356142,49365142
1,49373142,49387142
1,49422142,49427142
1,49429142,49432142
1,49452142,49457142
1,49458142,49476142
1,49488142,49491142
1,49492142,49494142
1,49632142,49641142
1,49645142,49651142
1,49679142,49684142
1,50144142,50152142
1,50186142,50195142
1,50206142,50219142
1,50250142,50253142
1,50264142,50268142
1,50276142,50289142
1,50291142,50304142
1,50376142,50381142
1,50385142,50395142
1,50443142,50446142
1,50517142,50521142
1,50758142,50776142
1,51233142,51241142
1,51273142,51284142
1,51306142,51325142
1,51395142,51412142
1,51423142,51427142
1,51437142,51443142
1,51464142,51467142
1,51611142,51615142
1,51651142,51656142
1,51801142,51814142
1,51822142,51829142
1,51836142,51842142
1,51921142,51930142
1,51933142,51941142
1,51947142,51957142
1,52051142,52061142
1,52065142,52070142
1,52070142,52077142
1,52170142,52177142
1,52259142,52261142
1,52347142,52350142
1,52352142,52357142
1,52361142,52364142
1,52467142,52470142
1,52473142,52476142
1,52478142,52481142
1,52591142,52598142
1,52616142,52621142
1,52747142,52750142
1,53236142,53239142
1,54124142,54130142
1,54340255,54344255
1,54620255,54622255
1,54720255,54725255
1,54743255,54746255
1,54759255,54761255
1,54859255,54862255
1,54986255,54990255
1,55026255,55029255
1,55437255,55442255
1,55615255,55620255
1,55694255,55697255
1,55929255,55932255
1,55947255,55949255
1,56013255,56016255
1,56028255,56034255
1,56491255,56494255
1,56510255,56514255
1,56594255,56597255
1,56599255,56603255
1,56956255,56958255
1,57062255,57064255
1,57322255,57325255
1,57614255,57616255
1,57734255,57740255
1,57968255,57983255
1,58198255,58200255
1,58267255,58270255
1,58480255,58483255
1,58493255,58497255
1,58766255,58770255
1,59062255,59066255
1,59205255,59214255
1,59303255,59306255
1,59630255,59633255
1,59717255,59721255
1,59800255,59803255
1,59839255,59842255
1,59939255,59942255
1,60104255,60106255
1,60213255,60216255
1,60306255,60309255
1,60325255,60330255
1,60408255,60412255
1,60414255,60416255
1,60451255,60453255
1,60473255,60477255
1,60656255,60658255
1,60794255,60797255
1,61033255,61035255
1,61271255,61273255
1,61453255,61459255
1,62644255,62653255
1,62677255,62686255
1,62704255,62712255
1,62723255,62738255
1,62747255,62752255
1,62752255,62760255
1,62768255,62782255
1,62853255,62856255
1,62859255,62865255
1,62878255,62885255
1,62886255,62888255
1,62889255,62909255
1,62927255,62937255
1,63017255,63034255
1,63123255,63145255
1,63372255,63374255
1,63375255,63378255
1,63387255,63394255
1,63401255,63403255
1,63413255,63416255
1,63416255,63424255
1,63442255,63448255
1,63454255,63457255
1,63466255,63469255
1,63479255,63495255
1,63535255,63542255
1,63543255,63546255
1,63558255,63561255
1,63562255,63566255
1,63586255,63590255
1,63616255,63618255
1,63620255,63624255
1,63656255,63666255
1,63666255,63669255
1,63674255,63679255
1,63694255,63705255
1,63707255,63711255
1,63850255,63872255
1,63975255,63977255
1,63981255,64019255
1,64042255,64045255
1,64046255,64055255
1,64065255,64069255
1,64117255,64120255
1,64143255,64152255
1,64155255,64158255
1,64194255,64202255
1,64204255,64206255
1,64211255,64219255
1,64221255,64243255
1,64329255,64336255
1,64365255,64370255
1,64373255,64376255
1,64377255,64385255
1,64395255,64398255
1,64415255,64419255
1,64429255,64448255
1,64452255,64456255
1,64474255,64476255
1,64491255,64498255
1,64498255,64501255
1,64507255,64515255
1,64573255,64577255
1,64578255,64581255
1,64609255,64616255
1,64679255,64690255
1,64700255,64703255
1,65091255,65094255
1,65096255,65099255
1,65100255,65103255
1,65107255,65112255
1,65129255,65136255
1,65136255,65139255
1,65165255,65168255
1,65170255,65173255
1,65179255,65191255
1,65205255,65208255
1,65535255,65574255
1,65588255,65593255
1,65616255,65619255
1,65619255,65622255
1,65623255,65657255
1,65672255,65687255
1,65712255,65764255
1,65768255,65832255
1,65832255,65881255
1,65882255,65919255
1,65923255,65936255
1,65936255,65948255
1,65951255,65971255
1,65974255,65978255
1,65985255,65993255
1,65997255,66001255
1,66002255,66006255
1,66006255,66019255
1,66026255,66030255
1,66034255,66085255
1,66100255,66127255
1,66129255,66133255
1,66133255,66166255
1,66175255,66188255
1,66197255,66204255
1,66204255,66208255
1,66219255,66269255
