# Window-based topology counter
# PYTHON VERSION: 3.11.0
# Script call:    05_topo_counter.py -w 10 -m 5 --overwrite
# Runtime:        04/10/2023 13:21:49
# ----------------
# Window size:          10000.0
# Window file:          ../data/10kb-0.5-0.5-windows.csv
# Marker size:          5
# Marker file:          ../../data/recombination-markers/cox-markers/Revised_HSmap_SNPs-mm10-5mb-rates.csv
# Output file:          ../data/10kb-0.5-0.5-5mb-topo-counts.csv
# 04.10.2023 | 13:21:49 Reading marker windows...
# Marker windows read: 538
# 04.10.2023 | 13:21:49 Reading windows...
# Windows read:         6144
# Chromosome:           19
# Chromosome length:    61431566
# Locus tree directory: ../iqtree/chr19/10kb-0.5-0.5/loci
# Concat tree file:     ../iqtree/chr19/10kb-0.5-0.5/concat/chr19-concat.treefile.rooted
# ASTRAL tree file:     ../iqtree/chr19/10kb-0.5-0.5/astral/astral.treefile.rooted
# Concordance file:     ../iqtree/chr19/10kb-0.5-0.5/concord/chr19.cf.stat
# ----------------
# 04.10.2023 | 13:21:51 Reading concatenated chromosome tree...
# Concat chromosome tree:      "(rsor:0.0240729,((gdol:0.0345499233,rdil:0.0343287586)100:0.0137995910,(mm10:0.0206656702,((hall:0.0320818094,pdel:0.0286758153)53:0.0046759574,mnat:0.0284605669)100:0.0212015888):0.0039101776)100:0.0240729);"
# Concat chromosome topology:  "(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>"
# 04.10.2023 | 13:21:51 Reading ASTRAL chromosome tree...
# ASTRAL chromosome tree:      "(rsor:0.0240729,((gdol:0.0345499233,rdil:0.0343287586)100:0.0137995910,(mm10:0.0206656702,((hall:0.0320818094,pdel:0.0286758153)53:0.0046759574,mnat:0.0284605669)100:0.0212015888):0.0039101776)100:0.0240729);"
# ASTRAL chromosome topology:  "(rsor,((rdil,gdol)<1>,((pdel,(hall,mnat)<2>)<3>,mm10)<4>)<5>)<6>"
# ASTRAL-concat match:   FALSE
# 04.10.2023 | 13:21:51 Calculating average CFs...
# Average gCF:          67.74000000000001
# Average sCF:          49.502500000000005
# 04.10.2023 | 13:21:51 Reading windows and counting topologies...
# Total trees read:   4173
# No tree file:       5
# Filtered windows:   1966
# Unique topologies:  82
# ----------------
# 04.10.2023 | 13:22:02 Counting and ranking topologies for this chromosome...
# ----------------
# 04.10.2023 | 13:22:02 Counting and ranking overall topologies...
# ----------------
# 04.10.2023 | 13:22:02 Writing output: ../data/10kb-0.5-0.5-5mb-topo-counts.csv
window,chr,chr len,start,end,perc repeat,repeat filter, missing filter,gcf,scf,topo num overall,topo count overall,topo rank overall,topo color,topo num chrome,topo count chrome,topo rank chrome,topo,concat chrome topo,astral chrome topo,unparsed tree,marker window,num markers,marker slope,marker uniq trees
chr19:120000-130000,chr19,61431566,120000,130000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:130000-140000,chr19,61431566,130000,140000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:140000-150000,chr19,61431566,140000,150000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:150000-160000,chr19,61431566,150000,160000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:160000-170000,chr19,61431566,160000,170000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:170000-180000,chr19,61431566,170000,180000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:180000-190000,chr19,61431566,180000,190000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:190000-200000,chr19,61431566,190000,200000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:200000-210000,chr19,61431566,200000,210000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:210000-220000,chr19,61431566,210000,220000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:220000-230000,chr19,61431566,220000,230000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:230000-240000,chr19,61431566,230000,240000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:240000-250000,chr19,61431566,240000,250000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:250000-260000,chr19,61431566,250000,260000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:260000-270000,chr19,61431566,260000,270000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:270000-280000,chr19,61431566,270000,280000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:280000-290000,chr19,61431566,280000,290000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:290000-300000,chr19,61431566,290000,300000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:300000-310000,chr19,61431566,300000,310000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:310000-320000,chr19,61431566,310000,320000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:320000-330000,chr19,61431566,320000,330000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:330000-340000,chr19,61431566,330000,340000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:340000-350000,chr19,61431566,340000,350000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:350000-360000,chr19,61431566,350000,360000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:360000-370000,chr19,61431566,360000,370000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:370000-380000,chr19,61431566,370000,380000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:380000-390000,chr19,61431566,380000,390000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:390000-400000,chr19,61431566,390000,400000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:400000-410000,chr19,61431566,400000,410000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:410000-420000,chr19,61431566,410000,420000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:420000-430000,chr19,61431566,420000,430000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:430000-440000,chr19,61431566,430000,440000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:440000-450000,chr19,61431566,440000,450000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:450000-460000,chr19,61431566,450000,460000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:460000-470000,chr19,61431566,460000,470000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:470000-480000,chr19,61431566,470000,480000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:480000-490000,chr19,61431566,480000,490000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:490000-500000,chr19,61431566,490000,500000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:500000-510000,chr19,61431566,500000,510000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:510000-520000,chr19,61431566,510000,520000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:520000-530000,chr19,61431566,520000,530000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:530000-540000,chr19,61431566,530000,540000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:540000-550000,chr19,61431566,540000,550000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:550000-560000,chr19,61431566,550000,560000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:560000-570000,chr19,61431566,560000,570000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:570000-580000,chr19,61431566,570000,580000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:580000-590000,chr19,61431566,580000,590000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:590000-600000,chr19,61431566,590000,600000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:600000-610000,chr19,61431566,600000,610000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:610000-620000,chr19,61431566,610000,620000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:620000-630000,chr19,61431566,620000,630000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:630000-640000,chr19,61431566,630000,640000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:640000-650000,chr19,61431566,640000,650000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:650000-660000,chr19,61431566,650000,660000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:660000-670000,chr19,61431566,660000,670000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:670000-680000,chr19,61431566,670000,680000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:680000-690000,chr19,61431566,680000,690000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:690000-700000,chr19,61431566,690000,700000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:700000-710000,chr19,61431566,700000,710000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:710000-720000,chr19,61431566,710000,720000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:720000-730000,chr19,61431566,720000,730000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:730000-740000,chr19,61431566,730000,740000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:740000-750000,chr19,61431566,740000,750000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:750000-760000,chr19,61431566,750000,760000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:760000-770000,chr19,61431566,760000,770000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:770000-780000,chr19,61431566,770000,780000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:780000-790000,chr19,61431566,780000,790000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:790000-800000,chr19,61431566,790000,800000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:800000-810000,chr19,61431566,800000,810000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:810000-820000,chr19,61431566,810000,820000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:820000-830000,chr19,61431566,820000,830000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:830000-840000,chr19,61431566,830000,840000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:840000-850000,chr19,61431566,840000,850000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:850000-860000,chr19,61431566,850000,860000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:860000-870000,chr19,61431566,860000,870000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:870000-880000,chr19,61431566,870000,880000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:880000-890000,chr19,61431566,880000,890000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:890000-900000,chr19,61431566,890000,900000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:900000-910000,chr19,61431566,900000,910000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:910000-920000,chr19,61431566,910000,920000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:920000-930000,chr19,61431566,920000,930000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:930000-940000,chr19,61431566,930000,940000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:940000-950000,chr19,61431566,940000,950000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:950000-960000,chr19,61431566,950000,960000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
chr19:960000-970000,chr19,61431566,960000,970000,0.0,PASS,FILTER,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:1-5000000,5,1.8458740411818335e-07,19
