"window","num.trees","num.uniq.trees","recomb.rate","first.last.dist","first.last.rf","rf.decay","first.last.wrf","wrf.decay","first.last.spr","spr.decay","first.last.kf","kf.decay","first.last.path","path.decay","rf.st.avg","wrf.st.avg","spr.st.avg","kf.st.avg","path.st.avg"
"chr1:50000001-55000000",299,28,3.87332367457348e-07,4960000,4,-0.0988179831214645,0.0891246646,0.00399287827336561,2,-0.0828884462846389,0.0305799689147198,0.00137339965410412,4.47213595499958,-0.185360445301158,2.5752508361204,0.121758853120401,1.19063545150502,0.0430657507407612,3.31659025074955
"chr1:55000001-60000000",355,23,4.15548714756856e-07,4990000,4,-0.0644817793308314,0.11970525,0.00112959182287361,2,-0.0363563055459098,0.0404922934404482,0.000139932930058935,4.69041575982343,-0.0910365925777407,2.3943661971831,0.116932904633521,1.13239436619718,0.0410906238154036,3.21426356573066
"chr1:60000001-65000000",390,24,6.00077576603089e-07,4980000,0,0.0443470237178427,0.0619679247,0.009280055131727,0,-0.0119414969789295,0.0287169267015472,0.00360588579856765,0,0.0902766756880173,2.36410256410256,0.111421586714103,1.12820512820513,0.03910225143942,3.09238252858209
"chr1:65000001-70000000",352,27,3.80375013554809e-07,4940000,4,-0.0959744969596125,0.0960297216,-0.00107089491174038,1,-0.0197705251813838,0.0327263443325207,-9.69501165142193e-05,5.09901951359278,-0.0216937948342513,2.69318181818182,0.118009668680966,1.26988636363636,0.0417456339692152,3.4718572344297
"chr1:70000001-75000000",402,25,8.46255097046755e-07,4970000,4,0.179657630297133,0.1197624294,-0.00101667019144349,1,0.0746751005498563,0.0474348380846438,0.000353261081717447,5.09901951359278,0.145864873079672,2.51243781094527,0.116432183541294,1.18905472636816,0.0412121833036308,3.299081301317
"chr1:75000001-80000000",373,30,4.87920446967579e-07,4990000,2,0.161226559002175,0.1684871775,0.0150965046813729,1,0.052947887106275,0.0600464163200726,0.00557377428524548,3.16227766016838,0.127440071761158,2.58445040214477,0.114824014759517,1.2171581769437,0.0405735567841381,3.36709600055155
"chr1:80000001-85000000",388,27,4.89251488923533e-07,4940000,2,0.386367012833027,0.1863939681,0.013532204765636,1,0.157541177457492,0.0626112895067044,0.00448250932680536,3.16227766016838,0.344530635616867,2.68041237113402,0.121695335288144,1.26288659793814,0.0431107467529074,3.44148421440974
"chr1:85000001-90000000",390,44,3.58757001250329e-07,4960000,8,-0.166202908514447,0.2685750936,0.135652670897673,1,-0.0748207635738056,0.0910982001447967,0.0438390514187334,8.12403840463596,-0.0428398627901619,2.79487179487179,0.123066954116667,1.25384615384615,0.0435842948705575,3.60259494340053
"chr1:90000001-95000000",389,30,5.1940835742788e-07,4980000,4,0.166992774769965,0.0880482311,0.016760843675114,1,0.027891124154346,0.0300006867705929,0.00607090275775886,4.69041575982343,0.0935828020631452,2.44215938303342,0.134367141186632,1.13367609254499,0.0475711909121257,3.2126830582284
"chr1:95000001-100000000",192,35,0,4980000,6,0.496091893603165,0.1580348856,0.0419986718987514,2,-0.180079562555522,0.0562636828568208,0.0160753860071516,6,0.53983211237988,3.17708333333333,0.126036383189583,1.30208333333333,0.0446795309627378,3.98251448200761
"chr1:100000001-105000000",174,72,9.95445195191018e-08,4960000,8,0.080885325120844,0.1522457006,0.0595597435716241,2,0.00192628453803222,0.0516687923305997,0.0182563475068006,8.48528137423857,0.279897790678495,4.48275862068965,0.132151780234483,1.33333333333333,0.0466934922272001,5.19416393967684
"chr1:105000001-110000000",231,29,2.81587872129329e-07,4960000,4,0.747059679660031,0.1646489961,0.0119686619982213,2,0.315397119895472,0.0607427069039179,0.00332077777402812,4.47213595499958,0.915125091987405,2.7965367965368,0.132188890063636,1.26406926406926,0.0474888597160221,3.51583229249421
"chr1:110000001-115000000",125,36,4.20582361458172e-08,4970000,4,0.0811141370902278,0.1763009026,0.00229870561534292,2,0.139665307400558,0.0563803551171068,0.000762146285283358,4.69041575982343,0.136599316360538,4,0.1272887583968,1.48,0.0449447193022902,4.74004485999255
"chr1:115000001-120000000",200,28,1.71482574313039e-07,4980000,4,0.512515894759097,0.1218590943,-0.00122692838381909,2,0.133456302350569,0.0381158515237608,-0.00236888570814268,4.47213595499958,0.569116366761786,2.78,0.128790685495,1.255,0.045871852488473,3.54592071897586
"chr1:120000001-125000000",266,28,4.47271106515733e-07,4990000,2,0.432523663974944,0.1234999891,0.0163625913189342,1,0.148422620424981,0.0413057539027127,0.00501333141968219,3.16227766016838,0.432086076536841,2.80451127819549,0.124852260034962,1.31578947368421,0.0439788255375703,3.66054516072374
"chr1:125000001-130000000",344,22,5.07702035940725e-07,4980000,2,0.0920017700822707,0.0768313268,0.00337969757663164,1,0.0493261448014286,0.0268531402523429,0.00110858324621004,3.16227766016838,0.171334574964524,2.3953488372093,0.124277981725872,1.1453488372093,0.0445253579903729,3.1809498273645
"chr1:130000001-135000000",389,25,3.61724713673679e-07,4950000,2,-0.3806240765594,0.0809701011,0.00136606344173909,1,-0.173426545269379,0.03262158092793,0.00076706219903582,3.16227766016838,-0.401065129604951,2.38046272493573,0.124857186770951,1.12853470437018,0.0440468220400721,3.20808610533957
"chr1:135000001-140000000",365,24,6.82994532871157e-07,4880000,0,-0.279089964483898,0.1420321049,0.00190129218530681,0,-0.0235130771511661,0.0486411591729271,0.00107994232718997,0,-0.286965501968679,2.47123287671233,0.125674530113151,1.16986301369863,0.0445948247520221,3.24492624128405
"chr1:140000001-145000000",219,33,2.28468353081442e-07,4880000,4,-0.00291287239189145,0.1056416393,0.00125523114528001,2,0.0411433138018634,0.0391806052636045,-0.000224983462988065,4.47213595499958,-0.0771676138815741,2.84931506849315,0.112907579578539,1.28767123287671,0.0406766843145131,3.59404979846736
"chr1:145000001-150000000",226,28,6.33774293134149e-08,4980000,4,-0.256412034870923,0.1564293494,0.0116629087485117,2,-0.0852388634373165,0.0536565716170249,0.00575278456103365,4.47213595499958,-0.12457692182665,3.30088495575221,0.109604744072124,1.44247787610619,0.0391469478351937,3.9808188900348
"chr1:150000001-155000000",385,37,5.39049704183463e-07,4970000,4,0.157724701232816,0.1255186571,0.0122177640749033,1,0.0204721611259844,0.0452201484868655,0.00405365039553445,4.69041575982343,0.199272407329715,2.62337662337662,0.122900254230649,1.1974025974026,0.0437231308839077,3.42887128961071
"chr1:155000001-160000000",406,24,4.09645064851933e-07,4990000,4,0.00362808063038473,0.1037410513,0.00152888713810899,1,-0.0383186559976199,0.0351057151388515,0.001404344725176,4.69041575982343,0.0255386740019337,2.53694581280788,0.118700757345074,1.21428571428571,0.0418728112589375,3.34229051748884
"chr1:160000001-165000000",386,26,2.67475279572648e-07,4990000,2,-0.185968013036155,0.0849260196,-0.000236019390251932,1,-0.101354788126655,0.0338826177309518,0.000163544650287238,3.16227766016838,-0.257545348753509,2.5440414507772,0.122235447802591,1.20725388601036,0.0431183092463354,3.30748580714027
"chr1:165000001-170000000",373,27,7.55570813451751e-07,4990000,4,0.0582047706670923,0.0984041452,0.00409401043600188,2,0.0367403641622786,0.0329697543001584,0.00142839474477203,4.47213595499958,0.113825153069145,2.72922252010724,0.12727048312681,1.29222520107239,0.0448607077585829,3.54774618414818
"chr1:170000001-175000000",317,32,8.48246953012025e-07,4990000,2,0.0657413739348002,0.0774417137,0.0158034208422848,1,-0.0251281236091385,0.0281391322880444,0.00534006902363544,3.16227766016838,0.0481537350325784,2.71293375394322,0.127008545411987,1.21135646687697,0.0449129185684466,3.48186549000999
"chr1:175000001-180000000",374,31,4.79473449467384e-07,4970000,2,0.0188540202047862,0.0553828705,0.00042485537654205,1,-0.0157730289796548,0.0177171481146712,4.19869112228971e-05,3.46410161513775,0.0231928458388459,2.64171122994652,0.134594729751872,1.22727272727273,0.0476224740260751,3.43830505307718
"chr1:180000001-185000000",404,32,1.08376744414969e-06,4960000,2,0.447911465194682,0.1161018042,0.00177118828174328,1,0.174920716369269,0.0389579927548264,0.000409015812363999,3.16227766016838,0.439749278854214,2.62871287128713,0.13092116282698,1.21287128712871,0.0467664863101016,3.39126199475855
"chr1:185000001-190000000",444,29,1.40526645663842e-06,4990000,2,0.044194829431828,0.0985583562,0.000338327186344944,1,0.032599325047729,0.03566230286598,0.000322528936311888,3.46410161513775,0.0339741287422275,2.45045045045045,0.136338833992568,1.15990990990991,0.0487689180513229,3.27158355209506
"chr1:190000001-195000000",419,22,5.92234266936897e-07,4980000,4,-0.149889279319523,0.1346519372,-0.00683916614933366,1,-0.0639585172266483,0.0452502161888965,-0.00228168972412251,4.47213595499958,-0.122915538681041,2.53937947494033,0.122275980376611,1.2291169451074,0.0437657125966689,3.35229499370533
"chr10:1-5000000",139,19,0,1890000,8,-0.0361523692690752,0.1993811482,0.0132039926803035,2,-0.033700358086438,0.071400872455315,0.00270987452208173,8.71779788708135,0.0684549278462615,2.60431654676259,0.122277787493525,1.20143884892086,0.0429110452901812,3.34031864150419
"chr10:5000001-10000000",345,25,3.27114508026535e-07,4970000,4,0.120671652588071,0.1132184464,-0.00337958433310171,2,0.0703262558187103,0.0363107977450551,-0.000776365697025445,4.47213595499958,0.0979013155346351,2.57391304347826,0.125631127673333,1.20579710144928,0.0443904909029313,3.32235214755536
"chr10:10000001-15000000",337,21,5.22013124583529e-07,4930000,4,0.250839561895578,0.107311935,0.00222650410700709,2,0.108040117580793,0.0354050530439355,0.000592828308444643,4.69041575982343,0.169835784386338,2.49851632047478,0.125537150413947,1.19881305637982,0.0441637057433365,3.28948637165751
"chr10:15000001-20000000",295,29,6.49160183850671e-07,4960000,0,0.257598904380885,0.1123072919,0.00831363360464451,0,0.0231547038665809,0.039058970991805,0.00299482805627644,0,0.264226460134778,2.73220338983051,0.124268626065424,1.26779661016949,0.0437204926030564,3.47058538937107
"chr10:20000001-25000000",378,35,5.00772668133488e-07,4980000,6,0.0306572777441437,0.1389507974,-0.00518653616220927,2,-0.0605851643605355,0.0437146300018873,-0.00140041018993049,5.65685424949238,0.0121674002468085,2.94179894179894,0.127360674692857,1.31216931216931,0.0446054890521147,3.66050978975453
"chr10:25000001-30000000",317,24,1.11302805852016e-06,4980000,6,-0.0214231824756267,0.1603039478,-0.00153721232085933,2,-0.0478783917042512,0.0509110140125356,-0.000584180335812524,5.29150262212918,-0.0213936507095098,2.59305993690852,0.128894605799054,1.23028391167192,0.045277224254196,3.37882709786269
"chr10:30000001-35000000",234,37,4.94544164867671e-07,4950000,4,0.518083877290624,0.1648967207,0.00490752770764977,1,0.0460611208630373,0.0544361404468096,0.00132877101591107,4.89897948556636,0.255433136036803,2.70940170940171,0.113371754773504,1.19230769230769,0.0400453336677841,3.44039729303268
"chr10:35000001-40000000",252,27,NA,4970000,2,-0.0199970923259208,0.1271151811,0.0165529301569294,1,0.0676813163659473,0.0466902612438508,0.00371208811493141,3.16227766016838,0.0257063595014628,2.84126984126984,0.130317818740079,1.25793650793651,0.0459205242108859,3.60638390200536
"chr10:40000001-45000000",363,35,3.02012690787952e-07,4990000,4,0.337142173489689,0.0869281547,0.00724972129332608,2,0.11881103469351,0.0288938371947622,0.00239677211772492,4.47213595499958,0.280531291002357,2.8595041322314,0.131003921299174,1.31129476584022,0.0464649308560529,3.66965459452104
"chr10:45000001-50000000",175,21,2.73460931497064e-07,4990000,4,0.446813717233904,0.0948831771,-0.00305141261840922,2,0.177425412605734,0.0298107358310255,-0.000796017250326281,4.69041575982343,0.392206710312789,2.51428571428571,0.121364429706286,1.17142857142857,0.0429800154044768,3.25484053801284
"chr10:50000001-55000000",255,26,NA,4940000,2,-0.0296189234081817,0.0843813454,-0.000779226070377382,1,0.0269285178030646,0.0305687848809541,-0.000773626355691264,3.16227766016838,0.00360309930772208,2.65882352941176,0.12341756600902,1.2156862745098,0.0433829409140742,3.43951325222831
"chr10:55000001-60000000",275,31,NA,4950000,0,-0.257933864380728,0.0669516001,-0.000708652182096813,0,-0.0926724536601228,0.031267368959171,-5.41462097630003e-05,0,-0.152283793306881,2.79272727272727,0.127741099842909,1.29454545454545,0.0449483776394117,3.59072591051768
"chr10:60000001-65000000",381,41,7.21942888720423e-07,4990000,6,0.580757540787814,0.1464544311,0.000709273327040911,1,0.237414707729328,0.0484664771127648,0.000881189950782519,6.6332495807108,0.655205475751887,2.61942257217848,0.125797673885302,1.1758530183727,0.0448698920973352,3.4019024862383
"chr10:65000001-70000000",380,33,4.3167545359141e-07,4990000,4,0.719528183191051,0.1586550328,0.0297055735471627,1,0.128399269982493,0.0569198786616928,0.0118548652650624,4.69041575982343,0.696605987128709,2.69473684210526,0.126599339912368,1.26052631578947,0.0454452402513217,3.51253014770474
"chr10:70000001-75000000",364,40,3.78619839630113e-07,4990000,4,0.122175598683428,0.1657243762,0.00269878926012875,2,0.131656381177847,0.0552486786379257,0.000285666501149795,4.47213595499958,0.00830490758118959,2.78571428571429,0.130900054027473,1.26098901098901,0.0467157009480787,3.56416935800682
"chr10:75000001-80000000",347,35,6.99443128234768e-07,4990000,2,0.407887786909075,0.0727853638,0.0110931420874144,1,0.138367250172282,0.0229528309473397,0.00327155112182881,3.16227766016838,0.361728375458307,2.68587896253602,0.13264920017464,1.23342939481268,0.0472926778451566,3.45720758759061
"chr10:80000001-85000000",348,30,7.50916470747824e-07,4990000,4,-0.0206211287261561,0.0879603932,0.00465533482747324,2,-0.0482829248390435,0.0275919387999009,0.0013794674914508,4.69041575982343,0.0237224613993588,3.0632183908046,0.123673484524138,1.39080459770115,0.043698308117195,3.78826784412826
"chr10:85000001-90000000",384,40,7.89752490515903e-07,4970000,4,-0.0187453357011812,0.1161198553,-0.00368423183319745,1,0.0316424234498748,0.0393521978941486,-0.00110717582575224,4.47213595499958,0.0796352757893303,2.859375,0.121740590776563,1.29427083333333,0.043019556831158,3.63626819780176
"chr10:90000001-95000000",406,21,9.50228548759863e-07,4980000,4,0.0180481149473601,0.0724548636,-0.00476517733184096,1,0.019305284231868,0.0246175680999717,-0.000945278837898115,5.09901951359278,0.0379277234473964,2.49261083743842,0.120835090340887,1.18226600985222,0.0431600545543562,3.26960291342784
"chr10:95000001-100000000",383,31,4.315311153682e-07,4990000,0,0.00833985581420986,0.0597317377,0.00118787577697193,0,-0.0145544754400231,0.0229876848656744,0.000508958805210001,0,-0.0158397462514338,2.89295039164491,0.119792356381201,1.32375979112272,0.0423022538531741,3.64138476466141
"chr10:100000001-105000000",264,34,7.51933124554864e-07,4980000,2,0.256839144723545,0.0720687433,0.00947714445556602,1,0.0743837924166245,0.0251273131212825,0.00357851733815906,3.16227766016838,0.182805962994978,3.14393939393939,0.110063088986364,1.38257575757576,0.0395325503305352,3.87636859594582
"chr10:105000001-110000000",378,30,5.46528788699611e-07,4990000,2,0.230572381189371,0.0920137606,0.0102312361017915,1,0.11491879022173,0.0327772695635486,0.00333886578645093,3.46410161513775,0.291321870854132,2.88888888888889,0.120233672647884,1.34920634920635,0.0426369380751336,3.68757729226873
"chr10:110000001-115000000",347,34,1.00434623378208e-06,4980000,2,-0.218626387808319,0.1009494559,-0.00620575320618279,1,-0.056848729304049,0.0336614938414147,-0.00207040921730766,3.16227766016838,-0.185708863989005,2.95677233429395,0.117997808187896,1.34005763688761,0.042051665194413,3.70288776231738
"chr10:115000001-120000000",406,34,1.07048808058624e-06,4980000,2,0.192250499473555,0.0661503707,0.00643609813120215,1,0.0944541447704242,0.0259773780127621,0.00203243939010275,3.16227766016838,0.241740264173497,3.03940886699507,0.119638110649754,1.35221674876847,0.0424650607038312,3.78395641203299
"chr10:120000001-125000000",381,36,1.20683115693733e-06,4990000,4,0.0583305766331417,0.1241363904,0.00334347409276973,1,-0.039892275477986,0.0378133488603093,0.000938555761137961,4,0.0484740753882917,3.10236220472441,0.121815040418898,1.41994750656168,0.0433969671105207,3.81757527246691
"chr10:125000001-130000000",321,23,1.23122716177506e-06,4980000,4,-0.155008837544374,0.2044454038,-0.0109584637475871,1,-0.110923299349331,0.0749342521069866,-0.00322058470423611,5.09901951359278,-0.256311666836427,2.74766355140187,0.110357541573832,1.30529595015576,0.039234002703651,3.51903804384779
"chr10:130000001-130694993",24,18,NA,530000,2,2.24197780173659,0.1785734059,0.0711203173227044,1,0.512996243350204,0.065089864249403,0.0279585627758513,3.16227766016838,2.17081030657297,3.75,0.103308111533333,1.25,0.0376451707663661,4.51848831326213
"chr11:1-5000000",139,20,NA,1840000,8,0.0910644725219574,0.1867671612,0.0547239840416032,2,-0.0620830801427714,0.066326362899463,0.0179545520187704,8.60232526704263,0.0373408586500094,2.24460431654676,0.100176592456115,1.05035971223022,0.035669729743642,3.07050913472745
"chr11:5000001-10000000",313,29,5.91943862096289e-07,4990000,4,-0.391865950476332,0.0958483989,0.00529081704097416,2,-0.213821521441376,0.0299225355347856,0.00214478516399636,4.47213595499958,-0.398956581386301,2.48562300319489,0.120480681999361,1.14696485623003,0.042601224490154,3.25765337435387
"chr11:10000001-15000000",212,29,5.44020291643076e-07,4960000,2,0.12784606838978,0.0939748142,-8.09449484159803e-05,1,0.0466558468948825,0.0312820853422421,-0.000470652484925281,3.16227766016838,0.0806938976790883,2.77358490566038,0.113900559296698,1.24528301886792,0.0401226234628438,3.56120356631987
"chr11:15000001-20000000",267,24,8.10653272059934e-07,4950000,4,-0.144501167008823,0.0853748191,0.0174287180599915,1,-0.127508612397805,0.0281020221008622,0.00701327505290509,4.47213595499958,-0.00823770615093011,2.56179775280899,0.117838031340449,1.21348314606742,0.0415838413197428,3.3804673541713
"chr11:20000001-25000000",306,21,4.71410750999477e-07,4990000,6,-0.115473819413564,0.1109275813,-0.00122167335516651,2,-0.0565312291006297,0.0344261321223656,-0.000463660482605574,6.48074069840786,0.0530946676360384,2.17647058823529,0.107038749823856,1.03267973856209,0.0384095780517677,2.92901766083231
"chr11:25000001-30000000",253,19,2.93712911110774e-07,4930000,4,0.0897817980657842,0.1133657261,0.00076914497091378,1,0.0338340144533002,0.04064887600074,0.000406887615516904,4.47213595499958,0.0458404720223511,2.32411067193676,0.106108776526087,1.11857707509881,0.0376961673016489,3.12423838405676
"chr11:30000001-35000000",343,23,4.45177137046059e-07,4970000,2,-0.056995437409082,0.0747250709,0.00393480609305762,1,-0.00788238231944246,0.0286490390581026,0.000640699243116037,3.16227766016838,-0.110470837842135,2.53061224489796,0.124893300595918,1.19533527696793,0.0439111242950432,3.29343572958413
"chr11:35000001-40000000",418,28,6.75486467507053e-07,4960000,4,-0.0362732326013319,0.1612746565,0.0325318510463401,2,-0.102261907211849,0.0537704529728196,0.0100369473401427,4.69041575982343,0.00382029449025414,2.64114832535885,0.113027510555742,1.24401913875598,0.0400824888822251,3.43441336959407
"chr11:40000001-45000000",352,22,5.06282592795521e-07,4990000,4,-0.0646954708944173,0.1040565525,-0.00321436613188089,2,-0.0524865394557194,0.0337796694407405,-0.000805007885756052,4.47213595499958,-0.0895345669421319,2.71590909090909,0.117148301323295,1.29545454545455,0.041353635924976,3.50184595953794
"chr11:45000001-50000000",361,35,4.03364221436709e-07,4980000,2,0.2245581109872,0.1016128559,0.0155649170278918,1,-0.0246534269638147,0.0363915363246766,0.00521549900100931,3.16227766016838,0.12984848380045,2.73130193905817,0.12068563284626,1.24376731301939,0.0428430810883831,3.52589996272159
"chr11:50000001-55000000",376,27,3.30199369278806e-07,4990000,6,-0.122682377897195,0.1035030935,-0.0013619389938599,2,-0.0481636178491569,0.0315478857939294,-0.000492131212570683,5.47722557505166,-0.0566760512074919,2.52659574468085,0.111465391147872,1.18085106382979,0.0399418934789867,3.31023952598089
"chr11:55000001-60000000",380,25,1.16460903407684e-06,4990000,4,0.205686028481432,0.0634079312,0.00743343660626941,1,0.0709625218058614,0.0226426146391671,0.00232506583576983,4.69041575982343,0.23483019298827,2.6,0.118405070597368,1.24736842105263,0.0419697674396277,3.40438239493102
"chr11:60000001-65000000",382,30,6.11937455542014e-07,4990000,4,-0.0857197498034327,0.1137768855,0.00212185570191662,2,-0.0441455215905422,0.0355082163054695,0.000458196783665848,4.47213595499958,-0.0475859115547605,2.56544502617801,0.12105816453089,1.19109947643979,0.0426536015899924,3.34992734959056
"chr11:65000001-70000000",418,24,5.48677848758326e-07,4990000,2,-0.357367323245945,0.0882039152,-0.0012730828162553,1,-0.165617058272066,0.0331620633954095,0.000687022002662504,3.16227766016838,-0.36389580524273,2.39712918660287,0.117998068703589,1.14832535885167,0.0416484026806701,3.18190488496286
"chr11:70000001-75000000",320,30,6.88873393793785e-07,4990000,2,-0.394706743569453,0.0996746118,-0.00421406929470168,1,-0.0896655343423718,0.0333539020142724,-0.00132388977152513,3.46410161513775,-0.339298803697028,2.5875,0.112400953805,1.175,0.0393505674436151,3.38756963084075
"chr11:75000001-80000000",404,24,2.62742055076536e-07,4980000,4,-0.187113559337217,0.04697913,0.0103149500365233,2,0.00543397016332934,0.0145848825343493,0.00381608022509617,4.69041575982343,0.00408364437083118,2.25247524752475,0.0998016219096535,1.07920792079208,0.0356069248176317,3.06122390931222
"chr11:80000001-85000000",421,28,5.75791582885206e-07,4980000,2,0.0967421873683302,0.0877314435,0.0053689534945006,1,0.0538387832825703,0.0294893229507846,0.00227168231079054,3.16227766016838,0.108939308208239,2.48931116389549,0.112802118650594,1.19239904988124,0.0397558297205266,3.32999228125759
"chr11:85000001-90000000",391,27,8.22441204494825e-07,4990000,0,0.324055664009931,0.1326028726,0.015045144750316,0,0.164142663469122,0.0509396090958979,0.00403888649026273,0,0.342909848857385,2.35805626598465,0.106004495679028,1.11253196930946,0.0377628084468862,3.12366413833715
"chr11:90000001-95000000",371,29,9.60540769174716e-07,4990000,4,0.115900669767073,0.1234215999,0.00314827398819703,1,-0.0385821137127458,0.0383733461285104,0.00112718570330366,4.69041575982343,0.0425910472386363,2.59838274932615,0.116849489497035,1.22102425876011,0.0416348721385045,3.37580869590131
"chr11:95000001-100000000",414,32,1.02630187096811e-06,4990000,4,0.0633758214239527,0.0927732485,0.0129961320847872,2,-0.063033187820529,0.0303877481298504,0.00466919359118032,4.47213595499958,0.0690317762856882,2.43478260869565,0.101321994425845,1.10869565217391,0.0362704936802013,3.18993095586298
"chr11:100000001-105000000",395,32,1.04873413394452e-06,4970000,2,0.410043294070664,0.0992389442,0.0107624493007999,1,0.140454499775819,0.0334254666877289,0.0031060063472954,3.46410161513775,0.335480439767449,2.3746835443038,0.107324853228101,1.10379746835443,0.038186978067293,3.14325713902231
"chr11:105000001-110000000",391,32,8.96210269539878e-07,4970000,2,-0.0411945439688668,0.09098137,0.00657219625254373,1,-0.109812294759006,0.0315358719441188,0.00233510752267883,3.46410161513775,-0.0383888597817941,2.57800511508951,0.113241623182864,1.19693094629156,0.0400047570934314,3.36342486631504
"chr11:110000001-115000000",434,27,1.56551217396691e-06,4950000,8,0.264531745003697,0.1977115474,0.00647181097797513,2,0.086896881924919,0.0694636215359109,0.00148006222003626,8.71779788708135,0.191246072985458,2.69585253456221,0.121886956053456,1.26958525345622,0.0430882348967284,3.47465793229188
"chr11:115000001-120000000",445,31,8.1335888763054e-07,4990000,6,0.165734650524413,0.1860409518,0.0064886440738033,2,0.0091080195400657,0.0609927248095461,0.00203519829769674,6.32455532033676,0.0213822009893112,2.50337078651685,0.121453143908315,1.17303370786517,0.0433021619354164,3.2754073183276
"chr11:120000001-122082543",160,17,1.84239640212516e-06,1960000,8,0.421061030288794,0.2887507317,0.00503983544719546,2,0.0915199842980088,0.0992328749887751,0.00238089881057226,8.24621125123532,0.415795659979995,2.4625,0.111628324440625,1.15,0.0398610501487231,3.24632721821041
"chr12:1-5000000",136,28,1.13714416680535e-07,1970000,2,-0.652531232891135,0.206067818,0.0702844819086991,1,-0.0768383723167209,0.0670819322379245,0.0225110238019255,3.16227766016838,-0.573946327466336,3,0.100852954815441,1.26470588235294,0.0355278936732683,3.73649024752462
"chr12:5000001-10000000",357,22,4.14165091797283e-07,4990000,2,-0.023233970677644,0.1292458099,-0.00504657508677572,1,-0.00239562365768267,0.0429755531430712,-0.00174192984024508,3.46410161513775,-0.127084567393443,2.34733893557423,0.108581982189356,1.12324929971989,0.038426115513797,3.13003649878573
"chr12:10000001-15000000",343,25,4.29613812549809e-07,4980000,4,-0.228232970608877,0.148125437,-0.00110898416608483,2,-0.109314173999296,0.0519728937957779,0.000498369582186839,4.47213595499958,-0.185598797470136,2.78134110787172,0.11773989291312,1.32069970845481,0.0413222707703661,3.57655959258071
"chr12:15000001-20000000",255,55,5.02902926290001e-07,4950000,2,0.735866432435425,0.1991028717,0.0538513125883966,1,0.0207485464627765,0.0679415759337644,0.0189055586796278,3.16227766016838,0.870199364154532,3.45882352941176,0.125415227875294,1.36862745098039,0.0439235168008608,4.18381018783728
