"replicate","win1","win2","rf","wrf","spr","kf","path"
1,"chr11:71970001-71980000","chr3:136770001-136780000",4,0.0885008072,2,0.0322403697866172,4.69041575982343
1,"chr17:64860001-64870000","chr12:43290001-43300000",2,0.1182918238,1,0.0501227241620877,3.46410161513775
1,"chr11:111240001-111250000","chr4:44160001-44170000",6,0.0950492258,2,0.0315203130008702,6
1,"chr6:30040001-30050000","chr14:41080001-41090000",2,0.0840011882,1,0.0319468774788882,3.16227766016838
1,"chr7:71890001-71900000","chr16:95000001-95010000",6,0.0990075466,2,0.0430026319498389,5.65685424949238
1,"chr4:22660001-22670000","chr9:60450001-60460000",0,0.055549,0,0.0210974822102314,0
1,"chr6:61200001-61210000","chr17:66500001-66510000",0,0.1053746619,0,0.0388050718827956,0
1,"chr6:38090001-38100000","chr15:64620001-64630000",4,0.0843287093,2,0.0298870267207531,4.69041575982343
1,"chr8:6370001-6380000","chr14:22170001-22180000",6,0.1110254846,1,0.0381610330230137,6.16441400296898
1,"chr13:60480001-60490000","chr6:63630001-63640000",8,0.0980707722,2,0.0322199850726424,8.60232526704263
1,"chr18:8330001-8340000","chr7:115760001-115770000",2,0.0948803519,1,0.0376459416560877,3.46410161513775
1,"chr9:80790001-80800000","chr18:78130001-78140000",6,0.1347972526,2,0.0449942424524417,5.47722557505166
1,"chr12:29180001-29190000","chr17:83050001-83060000",0,0.1147149521,0,0.0381772479275844,0
1,"chr16:8660001-8670000","chr10:71320001-71330000",6,0.1179858899,2,0.0378514158065925,5.47722557505166
1,"chr5:130120001-130130000","chr12:54220001-54230000",2,0.0770037226,1,0.0332227876400864,3.16227766016838
1,"chr3:105470001-105480000","chr5:124760001-124770000",4,0.1513399394,2,0.0498031048774782,4.47213595499958
1,"chr1:143260001-143270000","chr15:61720001-61730000",6,0.1163076434,2,0.0413898145961666,5.09901951359278
1,"chr8:23910001-23920000","chr9:12260001-12270000",6,0.1720738399,2,0.0585942552577696,5.47722557505166
1,"chr4:87890001-87900000","chr7:46290001-46300000",6,0.1218414725,2,0.0373186385756399,5.47722557505166
1,"chr9:69120001-69130000","chr14:117250001-117260000",6,0.1258680417,2,0.0436225014434374,6
1,"chr6:84180001-84190000","chr9:117510001-117520000",4,0.0763842714,2,0.0276610254391267,4.47213595499958
1,"chr18:52830001-52840000","chr6:108470001-108480000",2,0.1044810779,1,0.0377445493599829,3.16227766016838
1,"chr14:87180001-87190000","chr2:74690001-74700000",2,0.0554111538,1,0.019209194874224,3.46410161513775
1,"chr1:45460001-45470000","chr4:36430001-36440000",2,0.1297330402,1,0.0447565028881348,3.46410161513775
1,"chr3:112320001-112330000","chr10:78240001-78250000",4,0.1215900757,1,0.0416745062712495,5.09901951359278
1,"chr13:105860001-105870000","chr4:106570001-106580000",6,0.1141430471,2,0.0343223940083124,6.48074069840786
1,"chr2:118250001-118260000","chr12:75660001-75670000",4,0.0872137414,1,0.0318873223226305,5.8309518948453
1,"chr4:81270001-81280000","chr10:70940001-70950000",2,0.0903001618,1,0.0389883365186948,3.16227766016838
1,"chr19:7530001-7540000","chr9:40980001-40990000",6,0.1233162013,1,0.0382226082623158,6.6332495807108
1,"chr2:50950001-50960000","chr8:113630001-113640000",0,0.0310840182,0,0.0116178586063328,0
1,"chr10:122990001-123000000","chr9:104720001-104730000",4,0.1071513302,2,0.0393712767225602,4.69041575982343
1,"chr9:97720001-97730000","chr15:32530001-32540000",4,0.0855975286,2,0.0292307748803673,4.47213595499958
1,"chr6:13150001-13160000","chr4:14930001-14940000",4,0.0787386772,1,0.0245493620031246,5.09901951359278
1,"chr1:143850001-143860000","chr3:139940001-139950000",4,0.1235382285,1,0.0515887984398832,4.89897948556636
1,"chr14:68330001-68340000","chr19:59610001-59620000",6,0.0826310662,2,0.0259275404331187,5.47722557505166
1,"chr11:98540001-98550000","chr4:148450001-148460000",2,0.05004755,1,0.0182513845797251,3.16227766016838
1,"chr17:79180001-79190000","chr9:51210001-51220000",4,0.0926272698,1,0.0314005071561505,4.47213595499958
1,"chr1:182160001-182170000","chr15:77830001-77840000",4,0.1013080102,2,0.0462502493992581,4.69041575982343
1,"chr7:73660001-73670000","chr15:35590001-35600000",2,0.1061028323,1,0.0382191572950001,3.16227766016838
1,"chr18:84740001-84750000","chr12:76820001-76830000",6,0.1014005535,2,0.0331659888510406,5.47722557505166
1,"chr8:121130001-121140000","chr2:93320001-93330000",2,0.0516620044,1,0.0184721936626496,3.46410161513775
1,"chr16:46490001-46500000","chr8:40110001-40120000",4,0.0873182376,2,0.0273991851590443,4.69041575982343
1,"chr2:50570001-50580000","chr4:154650001-154660000",6,0.0878164408,2,0.0275224457279027,5.47722557505166
1,"chr13:81120001-81130000","chr12:85600001-85610000",4,0.1134238367,1,0.0350148238818834,4.47213595499958
1,"chr3:105620001-105630000","chr6:92440001-92450000",2,0.0889706092,1,0.0324773706450139,3.16227766016838
1,"chr1:124530001-124540000","chr18:62590001-62600000",6,0.1252870784,2,0.0488344921768775,6.32455532033676
1,"chr3:28440001-28450000","chr16:59100001-59110000",6,0.2200856956,2,0.0856786190023318,7.07106781186548
1,"chr14:100100001-100110000","chr7:120130001-120140000",6,0.1490983607,2,0.0460935407132532,5.47722557505166
1,"chr12:107230001-107240000","chr7:71460001-71470000",2,0.039109369,1,0.0134754221973126,3.46410161513775
1,"chr4:44530001-44540000","chr7:66710001-66720000",4,0.1267086808,2,0.0486237199277524,4.47213595499958
1,"chr17:56670001-56680000","chr19:31600001-31610000",2,0.0976959932,1,0.0339778720307651,3.16227766016838
1,"chr12:73900001-73910000","chr1:47440001-47450000",6,0.1258910025,2,0.0377161442817046,5.47722557505166
1,"chr11:65850001-65860000","chr14:27050001-27060000",2,0.1120160441,1,0.0404307868715831,3.46410161513775
1,"chr2:174690001-174700000","chr19:55260001-55270000",4,0.1006464004,2,0.0377039253174452,4.69041575982343
1,"chr15:22110001-22120000","chr1:119430001-119440000",6,0.0788962308,2,0.0281601137994692,5.47722557505166
1,"chr5:42230001-42240000","chr14:63100001-63110000",8,0.1004288535,2,0.0334272710089071,8.36660026534076
1,"chr11:84080001-84090000","chr15:24260001-24270000",6,0.084827915,2,0.02656454034552,5.47722557505166
1,"chr1:51160001-51170000","chr6:84370001-84380000",4,0.1360904773,2,0.0449143606609708,4.47213595499958
1,"chrX:143330001-143340000","chr9:55560001-55570000",2,0.0682134276,1,0.02690207272392,3.16227766016838
1,"chr10:65690001-65700000","chrX:57790001-57800000",4,0.0987222138,1,0.0334124636478137,4.47213595499958
1,"chr7:19760001-19770000","chr1:153150001-153160000",8,0.0852237359,2,0.0279909165761819,8.71779788708135
1,"chr4:49770001-49780000","chr14:115580001-115590000",2,0.0792750198,1,0.0274043486120494,3.46410161513775
1,"chr11:98440001-98450000","chr13:4730001-4740000",6,0.0912225551,2,0.0302599739109702,5.47722557505166
1,"chrX:48050001-48060000","chr4:49610001-49620000",2,0.0490884942,1,0.016341132303082,3.16227766016838
1,"chr15:71280001-71290000","chr11:113200001-113210000",0,0.0450107875,0,0.0184617669213474,0
1,"chr9:67920001-67930000","chr15:63740001-63750000",2,0.1204413674,1,0.0449063163712134,3.16227766016838
1,"chr4:65760001-65770000","chrX:134920001-134930000",6,0.1631419473,2,0.0537446172047511,5.47722557505166
1,"chr5:138190001-138200000","chr6:142590001-142600000",4,0.112229864,2,0.045879978543392,4.47213595499958
1,"chr2:15500001-15510000","chr3:77900001-77910000",4,0.1196542567,2,0.0477963519387502,4.69041575982343
1,"chr4:120040001-120050000","chr13:81310001-81320000",2,0.0918126695,1,0.0362655680504493,3.16227766016838
1,"chr7:51820001-51830000","chr3:20070001-20080000",6,0.1740577535,2,0.0662995331812969,6.48074069840786
1,"chrX:84250001-84260000","chr10:16490001-16500000",6,0.1064199527,2,0.0394411555400627,5.09901951359278
1,"chr3:154250001-154260000","chr14:31280001-31290000",4,0.1155785395,1,0.0399763834001674,5.29150262212918
1,"chrX:106860001-106870000","chr1:85720001-85730000",6,0.0776816723,2,0.0231835581960173,6.48074069840786
1,"chr14:54210001-54220000","chr12:38590001-38600000",4,0.1578918538,2,0.0505440043834249,4.69041575982343
1,"chr15:68170001-68180000","chr19:36600001-36610000",0,0.0733883424,0,0.0261510362400775,0
1,"chr5:11820001-11830000","chr11:70460001-70470000",6,0.2429159625,2,0.0847932556213228,7.61577310586391
1,"chr17:67700001-67710000","chr10:122130001-122140000",6,0.0770153624,2,0.0282366144920114,5.47722557505166
1,"chr13:21610001-21620000","chr8:91360001-91370000",4,0.090931604,2,0.0280671300105016,4.47213595499958
1,"chr7:137630001-137640000","chr15:5220001-5230000",2,0.0990254577,1,0.0383152111330023,3.16227766016838
1,"chr7:101190001-101200000","chr2:123450001-123460000",4,0.0542299207,1,0.0175758044378297,4.69041575982343
1,"chr8:71320001-71330000","chr5:104210001-104220000",4,0.1070864662,2,0.0360168019360365,4.69041575982343
1,"chr1:115950001-115960000","chr19:7690001-7700000",4,0.1069414947,1,0.0431582065279597,5.8309518948453
1,"chr2:18870001-18880000","chr7:105780001-105790000",6,0.0939638385,2,0.0292752424536907,5.47722557505166
1,"chr11:5400001-5410000","chr17:82870001-82880000",6,0.1286809757,2,0.0406371202937858,5.47722557505166
1,"chrX:84770001-84780000","chr4:150630001-150640000",2,0.0648175663,1,0.024907576115756,3.16227766016838
1,"chr1:123320001-123330000","chr8:61280001-61290000",0,0.0607568543,0,0.0215097003390484,0
1,"chr19:22160001-22170000","chr6:140060001-140070000",4,0.1405862488,2,0.0541425391639003,4.47213595499958
1,"chr11:62260001-62270000","chr15:5930001-5940000",4,0.1238352368,1,0.0465444124685433,4.89897948556636
1,"chr1:37800001-37810000","chr11:112420001-112430000",0,0.0792545776,0,0.0288936525852357,0
1,"chr17:89250001-89260000","chr8:121900001-121910000",4,0.0798493264,2,0.0281995055055881,4.47213595499958
1,"chr19:31860001-31870000","chr1:128650001-128660000",0,0.0817260987,0,0.0294969871967987,0
1,"chr2:148170001-148180000","chr11:94100001-94110000",4,0.1324053099,1,0.052890953668093,4.69041575982343
1,"chr7:101190001-101200000","chr2:120950001-120960000",4,0.0900727058,2,0.034406043350015,4.69041575982343
1,"chr10:99740001-99750000","chr3:147880001-147890000",6,0.0887941578,2,0.0271477718694371,5.47722557505166
1,"chr9:79950001-79960000","chr3:107280001-107290000",4,0.13959781,2,0.0482236657418734,4.69041575982343
1,"chr17:66230001-66240000","chr8:16800001-16810000",2,0.1236746697,1,0.0465629224715767,3.46410161513775
1,"chr1:19150001-19160000","chr12:31760001-31770000",4,0.0825226797,2,0.0332842107973671,4.47213595499958
1,"chr12:74070001-74080000","chr3:97710001-97720000",4,0.0650923112,2,0.0214364185466075,4.47213595499958
1,"chr2:113610001-113620000","chr12:33330001-33340000",2,0.0837035011,1,0.0357035116031526,3.46410161513775
1,"chr5:39490001-39500000","chr18:35320001-35330000",6,0.1381010381,2,0.0451705487126468,6
1,"chr13:46910001-46920000","chr15:66930001-66940000",6,0.1250774584,2,0.0388419437219266,5.47722557505166
1,"chr15:17780001-17790000","chr3:34960001-34970000",6,0.1557545194,1,0.0564578770637794,6.6332495807108
1,"chr6:28510001-28520000","chr2:73510001-73520000",4,0.0741797953,1,0.0306824833625709,4
1,"chr11:54270001-54280000","chr14:68610001-68620000",4,0.0695824723,2,0.0229133304180679,4.47213595499958
1,"chr3:122980001-122990000","chr4:3280001-3290000",8,0.1575964177,2,0.0560811214837502,8.12403840463596
1,"chr7:105090001-105100000","chr6:34540001-34550000",8,0.1556670788,2,0.05583598659199,6.78232998312527
1,"chr2:181400001-181410000","chr9:35000001-35010000",6,0.0970127474,2,0.0299591045910046,6.48074069840786
1,"chr6:81450001-81460000","chr8:92030001-92040000",4,0.0552108168,2,0.0180884825279016,4.47213595499958
1,"chr4:21740001-21750000","chr8:83890001-83900000",4,0.0932620685,2,0.0339820392133057,4.69041575982343
1,"chr5:137640001-137650000","chr19:30590001-30600000",6,0.0825277667,2,0.025629245600056,5.47722557505166
1,"chr12:33340001-33350000","chr10:97040001-97050000",0,0.1310318678,0,0.0501940516549829,0
1,"chr9:59590001-59600000","chr8:125470001-125480000",0,0.0559420241,0,0.0226593228810101,0
1,"chr12:83080001-83090000","chrX:158830001-158840000",4,0.1031957744,1,0.0381648760320102,4.69041575982343
1,"chr8:14140001-14150000","chr11:26040001-26050000",6,0.0818862834,2,0.0303548331189076,6
1,"chr5:131230001-131240000","chr8:127130001-127140000",6,0.0883447964,2,0.0307210380057616,5.47722557505166
1,"chr13:108860001-108870000","chr8:81530001-81540000",6,0.1331784945,2,0.0417537568090631,5.47722557505166
1,"chr15:25380001-25390000","chr5:75480001-75490000",0,0.074457065,0,0.0292632542140578,0
1,"chr13:55450001-55460000","chr12:48120001-48130000",4,0.1103989109,2,0.0366465471310776,4.69041575982343
1,"chr4:103770001-103780000","chr3:145550001-145560000",4,0.1037137363,1,0.039118581019001,5.65685424949238
1,"chr19:46260001-46270000","chr13:35380001-35390000",6,0.1360303539,2,0.040748239866514,6.48074069840786
1,"chr3:102500001-102510000","chr1:162800001-162810000",8,0.0861693014,2,0.0292181820805344,7.48331477354788
1,"chr14:90560001-90570000","chr2:11730001-11740000",6,0.120165207,2,0.0416039269262467,6.6332495807108
1,"chr16:53030001-53040000","chr12:117940001-117950000",6,0.1191493077,2,0.0379182310191427,5.09901951359278
1,"chr19:19090001-19100000","chr3:143390001-143400000",8,0.1059446368,2,0.0357118911675807,6.92820323027551
1,"chr12:99840001-99850000","chr5:30720001-30730000",4,0.1221468998,1,0.0455387760967493,4.47213595499958
1,"chr5:135180001-135190000","chrX:143670001-143680000",6,0.068616702,2,0.022003793018479,5.47722557505166
1,"chr1:96760001-96770000","chr2:124620001-124630000",4,0.1482956411,2,0.0526116812335592,4.69041575982343
1,"chr4:69600001-69610000","chr12:81180001-81190000",0,0.1442821116,0,0.05345013696649,0
1,"chr13:72600001-72610000","chr1:47480001-47490000",6,0.0964322297,2,0.0333558533338963,6
1,"chr1:84460001-84470000","chr9:4470001-4480000",4,0.0747844015,2,0.0239673729836918,4.47213595499958
1,"chr7:20780001-20790000","chr3:84280001-84290000",8,0.1437417449,2,0.055521267614555,8.60232526704263
1,"chr15:60560001-60570000","chr11:69670001-69680000",2,0.0585052943,1,0.0208894779422744,3.16227766016838
1,"chr9:57520001-57530000","chr7:88020001-88030000",2,0.1013430701,1,0.0367033325315184,3.16227766016838
1,"chr3:38810001-38820000","chr2:43320001-43330000",4,0.0571010809,1,0.0211998852129522,4.69041575982343
1,"chr1:74470001-74480000","chr12:84850001-84860000",4,0.1062024367,2,0.0366117163424684,4.47213595499958
1,"chrX:143510001-143520000","chr4:154220001-154230000",2,0.0984718179,1,0.0349632912822393,3.16227766016838
1,"chr11:58840001-58850000","chr15:56790001-56800000",4,0.1386148605,2,0.0465647696419484,4.69041575982343
1,"chr12:89810001-89820000","chr14:56040001-56050000",4,0.1866163808,2,0.0701121010745384,4.47213595499958
1,"chr8:118460001-118470000","chrX:83630001-83640000",2,0.1476200982,1,0.0544698564544258,3.16227766016838
1,"chr2:154000001-154010000","chr15:78520001-78530000",6,0.1116958235,2,0.0331700412964833,5.47722557505166
1,"chr17:33840001-33850000","chr4:136380001-136390000",4,0.0721678896,1,0.0220978366539723,4.69041575982343
1,"chr16:56680001-56690000","chr6:42300001-42310000",2,0.1374841125,1,0.0512352608746563,3.46410161513775
1,"chr8:54850001-54860000","chr3:16190001-16200000",6,0.0921440508,2,0.0324411087876142,5.47722557505166
1,"chr15:20570001-20580000","chr6:89710001-89720000",8,0.0855195156,2,0.0333847552830706,8.71779788708135
1,"chr11:3490001-3500000","chr5:127300001-127310000",2,0.0738922632,1,0.0236965598504728,3.16227766016838
1,"chr1:177370001-177380000","chr13:18480001-18490000",4,0.0920450978,2,0.0314325169120346,4.69041575982343
1,"chr13:52830001-52840000","chr5:120920001-120930000",4,0.1768437313,1,0.0625134686311969,5.09901951359278
1,"chr16:34760001-34770000","chr15:47920001-47930000",6,0.0984521795,2,0.0317498863533587,5.65685424949238
1,"chr14:116000001-116010000","chr15:3350001-3360000",6,0.1391262573,1,0.0459381549429557,6.16441400296898
1,"chr14:42020001-42030000","chr12:82160001-82170000",6,0.1899734974,1,0.0660500486048601,6.6332495807108
1,"chr1:12760001-12770000","chr19:12860001-12870000",6,0.0858220718,1,0.027157653102792,6.6332495807108
1,"chr4:78210001-78220000","chr10:28190001-28200000",2,0.0855145131,1,0.0276632050240532,3.16227766016838
1,"chr11:82030001-82040000","chr4:106290001-106300000",6,0.1175730642,2,0.0364125503641809,5.47722557505166
1,"chr1:114910001-114920000","chr8:6170001-6180000",6,0.1101091545,2,0.046703486752318,5.65685424949238
1,"chr3:26030001-26040000","chr4:56830001-56840000",4,0.0643448727,2,0.0208885723488612,4.47213595499958
1,"chr3:128520001-128530000","chr15:49340001-49350000",2,0.0920798148,1,0.034928459725046,3.46410161513775
1,"chr14:100000001-100010000","chr4:155660001-155670000",4,0.1600490756,2,0.0548466434512874,4.47213595499958
1,"chrX:163810001-163820000","chr5:100470001-100480000",6,0.0703926526,2,0.0218870661731211,6
1,"chr4:156180001-156190000","chr17:88140001-88150000",6,0.0930214002,2,0.0292683065295149,6
1,"chr5:43740001-43750000","chr7:144730001-144740000",6,0.0992256558,2,0.0301585758284597,6
1,"chrX:146820001-146830000","chr1:187310001-187320000",6,0.0585310891,2,0.0227155752355882,6.48074069840786
1,"chr11:102810001-102820000","chr3:148180001-148190000",4,0.0777564317,1,0.0263577617542664,4.47213595499958
1,"chr1:44630001-44640000","chr2:10040001-10050000",6,0.0787302417,2,0.0245463068028568,6
1,"chr3:135790001-135800000","chr9:15660001-15670000",8,0.1388679996,2,0.0502043533458998,7.87400787401181
1,"chr2:45960001-45970000","chr1:125400001-125410000",2,0.1057250533,1,0.0379684849517088,3.16227766016838
1,"chr19:57880001-57890000","chr3:110080001-110090000",4,0.0974233962,2,0.0326417153620525,4.69041575982343
1,"chr14:11430001-11440000","chr2:146240001-146250000",4,0.0724605893,1,0.0234288413194564,4.69041575982343
1,"chr7:84150001-84160000","chr8:115870001-115880000",6,0.1242569626,2,0.0467294688367779,5.09901951359278
1,"chr15:66260001-66270000","chr1:88750001-88760000",6,0.1367793586,2,0.0479996897972858,5.47722557505166
1,"chr17:82840001-82850000","chr8:13000001-13010000",2,0.1086888352,1,0.0452066218227508,3.16227766016838
1,"chr4:66920001-66930000","chr1:50040001-50050000",4,0.1335729508,1,0.043711289775692,4.69041575982343
1,"chr17:42570001-42580000","chr1:194440001-194450000",2,0.0551955655,1,0.0231925316626764,3.46410161513775
1,"chr1:86560001-86570000","chr3:158540001-158550000",4,0.07350799,1,0.0244679994796522,4.47213595499958
1,"chr5:144790001-144800000","chr7:129970001-129980000",2,0.0761207736,1,0.0272369194732592,3.46410161513775
1,"chr3:97990001-98000000","chr15:7600001-7610000",4,0.0704938271,2,0.0229918773000555,4.47213595499958
1,"chr16:97250001-97260000","chrX:84620001-84630000",4,0.1131776162,1,0.0396307224727913,5.65685424949238
1,"chr13:34950001-34960000","chr1:88530001-88540000",6,0.0995526393,2,0.0323628771092309,5.47722557505166
1,"chr3:145590001-145600000","chr16:33770001-33780000",6,0.094750207,2,0.032331312722923,6
1,"chr19:23790001-23800000","chr15:66200001-66210000",6,0.1129647366,2,0.0345226569902553,6
1,"chr9:49780001-49790000","chr4:19940001-19950000",2,0.0900306728,1,0.0314875539417562,3.16227766016838
1,"chr11:94350001-94360000","chr19:18760001-18770000",4,0.1289530008,2,0.0428659970846644,4.69041575982343
1,"chr5:110250001-110260000","chr2:13330001-13340000",6,0.1292169728,2,0.0497453187405219,6.78232998312527
1,"chr6:53310001-53320000","chr4:85770001-85780000",4,0.0706628659,2,0.0245926280470308,4.47213595499958
1,"chr2:156770001-156780000","chr10:76600001-76610000",6,0.147034744,2,0.0544453923643435,5.47722557505166
1,"chrX:103960001-103970000","chr5:76750001-76760000",4,0.0770270365,2,0.0245799664622705,4.69041575982343
1,"chr2:20690001-20700000","chr4:139770001-139780000",6,0.0984471776,2,0.0353760257409924,5.29150262212918
1,"chr15:20850001-20860000","chr5:35280001-35290000",6,0.1771803356,2,0.0606318814128181,6
1,"chr12:30170001-30180000","chr17:76380001-76390000",6,0.1187422761,1,0.0417920483600656,6.48074069840786
1,"chr12:52430001-52440000","chr17:73710001-73720000",0,0.0484131559,0,0.0173725425892296,0
1,"chr2:7320001-7330000","chr16:50170001-50180000",4,0.1341561351,2,0.0445176762971132,4.47213595499958
1,"chr12:30710001-30720000","chr2:158890001-158900000",4,0.0930626941,2,0.0300635273454735,4.47213595499958
1,"chr9:14290001-14300000","chr17:56130001-56140000",2,0.1039767619,1,0.0366210036768083,3.16227766016838
1,"chr13:77200001-77210000","chr14:6380001-6390000",8,0.0919593909,2,0.0317095992560618,8.60232526704263
1,"chr13:71750001-71760000","chr2:157030001-157040000",6,0.0753488189,2,0.0229289262828561,5.47722557505166
1,"chr14:120500001-120510000","chr4:129060001-129070000",4,0.0834000118,1,0.0296023418677861,4.69041575982343
1,"chr19:5720001-5730000","chr17:71420001-71430000",4,0.0880355019,1,0.030165625063253,4
1,"chr15:73180001-73190000","chr7:143550001-143560000",6,0.0750340461,2,0.0248216848749067,6
1,"chr4:148950001-148960000","chr10:67540001-67550000",0,0.0334986208,0,0.0116462249485782,0
1,"chr3:113760001-113770000","chr18:19680001-19690000",6,0.0771243289,2,0.0256105386087987,6
1,"chr4:118370001-118380000","chr3:100070001-100080000",4,0.0927210361,2,0.0315366431729961,4.69041575982343
1,"chr5:125120001-125130000","chr19:50560001-50570000",2,0.0815069231,1,0.0312139563837725,3.16227766016838
