"window","mean.pairwise.wrf","first.last.wrf","first.last.dist","decay.to.first","num.trees","num.uniq.trees","marker.slopes","recomb.level"
"chr1:34000001-35000000",NA,0.198202373682566,980000,0.0171432857757229,74,24,4.6301013740542e-07,NA
"chr1:35000001-36000000",NA,0.148855830920087,970000,-0.00142624016106554,46,20,1.81592624937906e-06,NA
"chr1:36000001-37000000",NA,0.265044545704974,990000,0.0249183534907086,74,19,NA,NA
"chr1:37000001-38000000",NA,0.138538554910628,970000,-0.0215573171215819,70,21,-2.27533379248177e-34,NA
"chr1:38000001-39000000",NA,0.171528622418423,990000,-0.00247282409681196,86,22,NA,NA
"chr1:39000001-40000000",NA,0.407576670571917,990000,0.0130564894467122,78,29,4.12626250094391e-07,NA
"chr1:40000001-41000000",NA,0.210921831788043,990000,0.00967407145642389,86,20,1.94639357233959e-06,NA
"chr1:41000001-42000000",NA,0.366434357352435,990000,0.00841436670793175,72,23,2.41688274400489e-07,NA
"chr1:42000001-43000000",NA,0.217730685720106,990000,-0.00170415926574065,82,23,NA,NA
"chr1:43000001-44000000",NA,0.23911488131782,980000,0.0434091136306344,76,24,NA,NA
"chr1:44000001-45000000",NA,0.298626029431953,840000,-0.00383200907759581,34,21,9.9662199073343e-08,NA
"chr1:45000001-46000000",NA,0.222988398950247,960000,-0.00428615888587944,46,23,4.1918141144117e-07,NA
"chr1:46000001-47000000",NA,0.347296462699447,960000,-0.0819059843571678,52,39,2.17641684461382e-07,NA
"chr1:47000001-48000000",NA,0.320473761408154,940000,0.00681940179962654,45,21,NA,NA
"chr1:48000001-49000000",NA,0.404603209775302,970000,0.0259356559395173,22,17,0,NA
"chr1:49000001-50000000",NA,0.359722432384097,940000,-0.00314736494342125,22,15,0,NA
"chr1:50000001-51000000",NA,0.474506301843894,960000,0.0181048013888472,36,20,NA,NA
"chr1:51000001-52000000",NA,0.253452368528241,990000,0.00267974626222636,82,22,7.79442429950917e-07,NA
"chr1:52000001-53000000",NA,0.174195390560159,950000,-0.00315181639317966,65,23,NA,NA
"chr1:53000001-54000000",NA,0.271941327225769,970000,0.0150037363301248,58,25,NA,NA
"chr1:54000001-55000000",NA,0.258710246804824,990000,-0.00570562324566096,59,20,NA,NA
"chr1:55000001-56000000",NA,0.214144727155845,990000,-0.0175749401148829,63,23,NA,NA
"chr1:56000001-57000000",NA,0.159738997056545,990000,0.00431157440932263,76,23,NA,NA
"chr1:57000001-58000000",NA,0.360493538458739,990000,0.0174872169471493,81,23,NA,NA
"chr1:58000001-59000000",NA,0.318963492421712,980000,-0.000587299294711488,62,23,3.97802817131817e-07,NA
"chr1:59000001-60000000",NA,0.335323510065113,990000,-0.00353830381093073,74,26,1.65560061726967e-06,NA
"chr1:60000001-61000000",NA,0.333497755709874,990000,0.0404212455873042,69,24,NA,NA
"chr1:61000001-62000000",NA,0.234934284121075,990000,-0.00222124535540781,84,23,NA,NA
"chr1:62000001-63000000",NA,0.223266774204524,980000,0.00196111194325221,90,18,NA,NA
"chr1:63000001-64000000",NA,0.184948382118351,940000,-0.0125235639623053,69,19,0,NA
"chr1:64000001-65000000",NA,0.364804642259321,980000,0.0106658601960619,79,23,4.41243939139965e-07,NA
"chr1:65000001-66000000",NA,0.25675819846993,970000,0.0175541659648766,46,19,6.12464213924015e-07,NA
"chr1:66000001-67000000",NA,0.199080934080766,990000,-0.0302018940461308,75,22,2.31897826541944e-07,NA
"chr1:67000001-68000000",NA,0.306120097317626,950000,-0.00237157572585676,66,22,7.31226259274018e-34,NA
"chr1:68000001-69000000",NA,0.327883037733564,990000,0.0427641367005288,86,29,6.3396868662089e-07,NA
"chr1:69000001-70000000",NA,0.350353010971585,950000,0.00661539725795335,80,25,NA,NA
"chr1:70000001-71000000",NA,0.0983407768152946,990000,-0.00693774730650447,78,26,NA,NA
"chr1:71000001-72000000",NA,0.219551105036349,990000,0.00162684639986637,83,19,NA,NA
"chr1:72000001-73000000",NA,0.204337582597771,970000,0.00423832714514036,84,32,7.75155580277621e-07,NA
"chr1:73000001-74000000",NA,0.218954270148753,990000,0.00553084003960108,84,27,1.87347049512486e-06,NA
"chr1:74000001-75000000",NA,0.147138999361645,970000,-0.00202966523724638,74,22,0,NA
"chr1:75000001-76000000",NA,0.403134158533504,990000,0.00474372913284507,76,17,6.23093232203601e-07,NA
"chr1:76000001-77000000",NA,0.233865382011746,980000,0.0241099554771375,77,19,6.18714020002489e-08,NA
"chr1:77000001-78000000",NA,0.310588682759451,970000,0.012929677108997,87,19,4.31191529776835e-07,NA
"chr1:78000001-79000000",NA,0.210000666151035,960000,-0.000118965753833838,72,20,NA,NA
"chr1:79000001-80000000",NA,0.250852057036935,920000,0.014590004307001,62,26,2.11943761602425e-07,NA
"chr1:80000001-81000000",NA,0.21610484602256,980000,0.0141479977803623,78,19,NA,NA
"chr1:81000001-82000000",NA,0.286296476570424,990000,0.00587033731856459,75,21,NA,NA
"chr1:82000001-83000000",NA,0.221257830541541,990000,0.0260510407167416,89,28,NA,NA
"chr1:83000001-84000000",NA,0.53987658507613,990000,0.0174945321884467,74,29,NA,NA
"chr1:84000001-85000000",NA,0.327263635616984,950000,0.017104044395119,73,25,NA,NA
"chr1:85000001-86000000",NA,0.955483697763257,950000,0.0652782581291213,52,32,NA,NA
"chr1:86000001-87000000",NA,0.14396922773368,990000,-0.0037992536575499,77,27,NA,NA
"chr1:87000001-88000000",NA,0.38291314141713,990000,0.011846931801826,87,21,NA,NA
"chr1:88000001-89000000",NA,0.220566751047898,990000,-0.111761364939931,82,27,NA,NA
"chr1:89000001-90000000",NA,0.248829266175831,980000,0.00238993440690738,93,26,0,NA
"chr1:90000001-91000000",NA,0.260606816775312,970000,-0.0109868108572289,92,24,6.67948222950629e-07,NA
"chr1:91000001-92000000",NA,0.157882868917445,990000,0.00234634073133492,91,20,2.33734537569494e-07,NA
"chr1:92000001-93000000",NA,0.192689504112819,990000,0.00224892109360903,89,23,4.6053786844587e-07,NA
"chr1:93000001-94000000",NA,0.555651927373978,990000,0.0312286750312286,81,29,NA,NA
"chr1:94000001-95000000",NA,0.543340559833482,980000,0.0137420283529531,38,18,NA,NA
"chr1:95000001-96000000",NA,0.256508705113309,980000,0.0039547083635873,47,21,NA,NA
"chr1:96000001-97000000",NA,0.370094889101752,990000,0.00276580504144058,39,23,NA,NA
"chr1:97000001-98000000",NA,0.278697078172355,980000,-0.00770293086331468,43,19,NA,NA
"chr1:98000001-99000000",NA,0.673065533214431,920000,0.152994184214874,28,15,0,NA
"chr1:99000001-100000000",NA,0.221873278758268,870000,0.0281285568925572,36,14,NA,NA
"chr1:100000001-101000000",NA,0.526802136345824,940000,0.117493639170189,37,19,NA,NA
"chr1:101000001-102000000",NA,0.403869052816422,990000,0.0550099327451503,22,12,4.89042371328987e-34,NA
"chr1:102000001-103000000",NA,0.519490058084704,950000,0.0449254178906803,36,24,NA,NA
"chr1:103000001-104000000",NA,0.871972391545278,860000,0.103733261882736,30,19,0,NA
"chr1:104000001-105000000",NA,0.600820719842505,990000,0.0441735124444991,50,19,NA,NA
"chr1:105000001-106000000",NA,0.199338727457588,960000,-0.00358255286353087,56,17,4.68737211016965e-07,NA
"chr1:106000001-107000000",NA,0.205375986958784,990000,0.00696714040336597,76,22,NA,NA
"chr1:107000001-108000000",NA,0.312814671008459,980000,-0.144811157256174,44,21,0,NA
"chr1:108000001-109000000",NA,0.607185769214983,990000,0.0321962576692051,33,22,2.75356583943726e-07,NA
"chr1:109000001-110000000",NA,0.367120599054684,890000,0.0133467820914835,23,18,NA,NA
"chr1:110000001-111000000",NA,0.272918185510597,970000,0.0424212595290989,32,19,5.51502782511286e-08,NA
"chr1:111000001-112000000",NA,0.436663807993276,990000,0.0265744256384962,22,17,8.95185977830342e-08,NA
"chr1:112000001-113000000",NA,0.989328987577752,920000,-0.000758111925163552,23,22,NA,NA
"chr1:113000001-114000000",NA,0.335388285847433,990000,-0.0220307836406408,24,18,0,NA
"chr1:114000001-115000000",NA,0.386869856114739,970000,0.0304347729249734,25,20,5.61317848314002e-08,NA
"chr1:115000001-116000000",NA,0.263976954383932,980000,-0.00495339290765712,34,18,NA,NA
"chr1:116000001-117000000",NA,0.36067605826381,960000,0.0268175932007196,36,14,3.53444191308326e-07,NA
"chr1:117000001-118000000",NA,0.222360749669778,530000,0.0124928828179084,16,13,NA,NA
"chr1:118000001-119000000",NA,0.170463008796241,690000,0.00510783186324743,53,21,NA,NA
"chr1:119000001-120000000",NA,0.157512258628818,980000,-0.00253873801909938,62,20,2.71642722494463e-07,NA
"chr1:120000001-121000000",NA,0.233067234098333,980000,0.0133927453756178,63,24,1.53654176051559e-07,NA
"chr1:121000001-122000000",NA,0.174747299605007,940000,0.0087797078551896,48,20,NA,NA
"chr1:122000001-123000000",NA,0.325215838862712,910000,0.00933030400158889,37,18,NA,NA
"chr1:123000001-124000000",NA,0.226108599099975,990000,-0.023946531941137,54,28,8.15382387818911e-07,NA
"chr1:124000001-125000000",NA,0.324093036153679,990000,0.00951255647525994,65,19,NA,NA
"chr1:125000001-126000000",NA,0.146496468281633,980000,-0.0182252558972364,57,16,0,NA
"chr1:126000001-127000000",NA,0.293670121832031,990000,0.0144546535880559,84,27,1.14749428164553e-06,NA
"chr1:127000001-128000000",NA,0.200502075428167,990000,-0.001444628926846,63,21,NA,NA
"chr1:128000001-129000000",NA,0.370774175005648,990000,0.00238623970986021,70,23,NA,NA
"chr1:129000001-130000000",NA,0.171018029019362,990000,0.00644420652586166,71,18,NA,NA
"chr1:130000001-131000000",NA,0.118659047069076,950000,0.0224216478499084,56,29,NA,NA
"chr1:131000001-132000000",NA,0.305935818206198,980000,0.0105935138681739,83,24,4.63191155361571e-07,NA
"chr1:132000001-133000000",NA,0.25831686387608,990000,0.0108875261508082,90,25,6.08707022154238e-07,NA
"chr1:133000001-134000000",NA,0.225534656795232,970000,0.00410687039290926,75,29,2.65942942953045e-07,NA
"chr1:134000001-135000000",NA,0.283885365880054,990000,-0.0188743590465124,86,27,1.23129292002074e-07,NA
"chr1:135000001-136000000",NA,0.191911614987507,990000,-0.00769365939591994,88,27,1.56234321900814e-06,NA
"chr1:136000001-137000000",NA,0.527416623195099,970000,0.0681071833782155,87,31,NA,NA
"chr1:137000001-138000000",NA,0.376305169752277,990000,0.027224732066197,67,23,7.65711750874139e-07,NA
"chr1:138000001-139000000",NA,0.303214668334095,990000,-0.0074089256405682,78,23,-1.54390034640355e-33,NA
"chr1:139000001-140000000",NA,0.697336324880975,880000,0.037365151771812,46,23,NA,NA
"chr1:140000001-141000000",NA,0.437077955733781,890000,-0.0122793647677741,45,24,9.34073553198447e-07,NA
"chr1:141000001-142000000",NA,0.330313767860403,880000,0.00382661266787283,31,24,1.01669791152764e-07,NA
"chr1:142000001-143000000",NA,0.299752118098635,980000,-0.0397909692211297,37,20,NA,NA
"chr1:143000001-144000000",NA,0.28863430388285,990000,0.00564067352666506,57,23,NA,NA
"chr1:144000001-145000000",NA,0.394648140573997,980000,0.0196344663877641,50,21,6.88208799010819e-07,NA
"chr1:145000001-146000000",NA,0.441824804073349,950000,-0.0278468205244753,40,22,NA,NA
"chr1:146000001-147000000",NA,0.286701924555485,920000,-0.0242294590429573,47,25,-1.67746379137623e-33,NA
"chr1:147000001-148000000",NA,0.495366966068371,970000,0.0542987281867958,40,26,NA,NA
"chr1:148000001-149000000",NA,0.428724427881479,990000,0.0103116995854461,40,27,9.69856185754154e-08,NA
"chr1:149000001-150000000",NA,0.325117831504173,970000,0.033415231270521,60,21,0,NA
"chr1:150000001-151000000",NA,0.347773819362688,970000,0.011387186155993,69,24,NA,NA
"chr1:151000001-152000000",NA,0.158697924672666,990000,-0.0255664105823347,85,28,NA,NA
"chr1:152000001-153000000",NA,0.159979927505715,990000,0.0149956813060242,86,35,NA,NA
"chr1:153000001-154000000",NA,0.26623671474253,990000,0.0158869562128865,78,32,1.93904997361723e-07,NA
"chr1:154000001-155000000",NA,0.19776428289472,980000,0.00806593804438749,68,20,NA,NA
"chr1:155000001-156000000",NA,0.324122367463674,990000,0.00489114601558788,88,28,NA,NA
"chr1:156000001-157000000",NA,0.265602027820235,990000,0.000161793546563778,73,30,1.74974376045639e-07,NA
"chr1:157000001-158000000",NA,0.193630149488125,960000,-0.0184709434613135,76,30,1.14515525182148e-07,NA
"chr1:158000001-159000000",NA,0.201638044410155,990000,0.0103184303219068,90,26,2.40567469609299e-07,NA
"chr1:159000001-160000000",NA,0.252176686077158,990000,-0.00505530884564481,80,20,4.86169277029183e-07,NA
"chr1:160000001-161000000",NA,0.293235758625345,990000,0.0389166690313938,78,25,NA,NA
"chr1:161000001-162000000",NA,0.261453547692422,990000,-0.00735325465417458,73,27,2.4508234284958e-07,NA
"chr1:162000001-163000000",NA,0.099949231395191,980000,0.00144851879339933,78,26,5.49893256600724e-07,NA
"chr1:163000001-164000000",NA,0.312591578688757,990000,-0.0185991874552881,75,24,NA,NA
"chr1:164000001-165000000",NA,0.338433326580533,990000,0.00646970777121749,83,27,NA,NA
"chr1:165000001-166000000",NA,0.170161351711081,990000,0.00285436163358167,78,25,NA,NA
"chr1:166000001-167000000",NA,0.258990209708412,990000,0.0237479499345518,60,22,NA,NA
"chr1:167000001-168000000",NA,0.212262566463812,970000,0.00897324620602717,77,23,NA,NA
"chr1:168000001-169000000",NA,0.15611757571572,990000,0.000372904734511835,75,23,7.90351734485351e-07,NA
"chr1:169000001-170000000",NA,0.201730223581996,990000,0.0129117747949948,84,19,9.99654120979933e-08,NA
"chr1:170000001-171000000",NA,0.332499655626218,970000,0.0102325999982734,79,23,2.09911343039433e-07,NA
"chr1:171000001-172000000",NA,0.261236423166178,950000,-0.0461487130833132,51,26,9.91483801870575e-07,NA
"chr1:172000001-173000000",NA,0.291467321202434,950000,0.0218257584887831,68,20,NA,NA
"chr1:173000001-174000000",NA,0.736736016602466,960000,0.146761390708609,54,31,NA,NA
"chr1:174000001-175000000",NA,0.900514489941871,990000,0.0486875160573155,66,23,1.54660432845602e-07,NA
"chr1:175000001-176000000",NA,0.390079047507596,990000,0.00109353420425195,82,28,NA,NA
"chr1:176000001-177000000",NA,0.223245749514291,990000,0.0122454777212098,79,24,7.83725587925263e-07,NA
"chr1:177000001-178000000",NA,0.53680672939079,990000,0.0142138480969597,71,26,NA,NA
"chr1:178000001-179000000",NA,0.807557563882247,920000,0.103679695769523,62,21,7.51312158489414e-07,NA
"chr1:179000001-180000000",NA,0.351849510471059,970000,-0.0147538562163498,81,24,4.65465831901438e-07,NA
"chr1:180000001-181000000",NA,0.316962506815724,970000,0.0434863845580433,79,30,2.92779984913367e-07,NA
"chr1:181000001-182000000",NA,0.223152393335126,990000,0.0133351741603513,83,32,5.6929222557053e-07,NA
"chr1:182000001-183000000",NA,0.334572546454363,980000,0.0255085402255995,75,27,1.02470482826246e-06,NA
"chr1:183000001-184000000",NA,0.167270025659133,950000,-0.00415366860375743,81,25,NA,NA
"chr1:184000001-185000000",NA,0.263971712541587,980000,0.0147085564557611,87,28,NA,NA
"chr1:185000001-186000000",NA,0.234703210011391,990000,-0.0099944000947195,86,32,NA,NA
"chr1:186000001-187000000",NA,0.310635217180019,980000,0.00894393231859386,88,24,NA,NA
"chr1:187000001-188000000",NA,0.262532120639781,990000,-0.00724084985965681,91,28,NA,NA
"chr1:188000001-189000000",NA,0.367131965791333,990000,-0.00967269275928335,89,28,1.41009805928143e-06,NA
"chr1:189000001-190000000",NA,0.228386595730915,990000,-0.0171464931464675,91,26,7.91704086124527e-07,NA
"chr1:190000001-191000000",NA,0.137132622280821,980000,0.000182119748801287,92,24,5.51472303420672e-07,NA
"chr1:191000001-192000000",NA,0.238999395685798,990000,0.0114651388295657,85,31,9.37594941006355e-07,NA
"chr1:192000001-193000000",NA,0.2524669120512,940000,0.00414945208730884,76,20,3.25720613760204e-07,NA
"chr1:193000001-194000000",NA,0.177258695777839,970000,0.00030010381848516,83,21,NA,NA
"chr1:194000001-195000000",NA,0.249174966622101,990000,0.00491960625339278,84,20,NA,NA
"chr10:3000001-4000000",NA,0.888655740736877,890000,0.074264032789889,65,25,NA,NA
"chr10:4000001-5000000",NA,0.265808099119585,990000,0.0110912920199754,75,24,NA,NA
"chr10:5000001-6000000",NA,0.282109479598504,970000,0.0238723089605087,72,25,-2.0302894127681e-07,NA
"chr10:6000001-7000000",NA,0.278869527983442,980000,-0.0173341037716171,49,28,-8.30123518014673e-08,NA
"chr10:7000001-8000000",NA,0.313408195244743,990000,0.0160229287803191,62,26,NA,NA
"chr10:8000001-9000000",NA,0.296502111324796,990000,0.0165859447489956,77,20,4.34390990554412e-07,NA
"chr10:9000001-10000000",NA,0.281565336422691,970000,0.000343883656829693,86,25,NA,NA
"chr10:10000001-11000000",NA,0.204623671871247,940000,-0.0158723232109095,59,23,0,NA
"chr10:11000001-12000000",NA,0.142800291089496,970000,0.017170506601176,52,24,0,NA
"chr10:12000001-13000000",NA,0.254842427963326,980000,0.000603991217411036,74,25,2.00968430103991e-07,NA
"chr10:13000001-14000000",NA,0.479349235079112,980000,0.00815060533621955,83,21,5.87700765604523e-07,NA
"chr10:14000001-15000000",NA,0.306305161786246,970000,0.00520004880700157,70,24,3.88960023482262e-07,NA
"chr10:15000001-16000000",NA,0.295704176459469,960000,0.00836424869468444,32,14,0,NA
"chr10:16000001-17000000",NA,0.218311107658424,960000,-0.0127954073136,44,26,NA,NA
"chr10:17000001-18000000",NA,0.272998909934558,990000,0.00339942072698871,66,25,NA,NA
"chr10:18000001-19000000",NA,0.157560117110635,990000,-0.00910355525659638,77,31,NA,NA
"chr10:19000001-20000000",NA,0.370367055776025,990000,-0.00569008742097233,77,22,NA,NA
"chr10:20000001-21000000",NA,0.364845456682782,990000,0.0164535385745277,88,22,0,NA
"chr10:21000001-22000000",NA,0.230428530571222,990000,0.00771050273711863,91,25,1.16702142480055e-07,NA
"chr10:22000001-23000000",NA,0.237958274774298,990000,-0.234835032915039,48,33,NA,NA
"chr10:23000001-24000000",NA,0.300656389838067,990000,-0.00344030849117072,79,27,NA,NA
"chr10:24000001-25000000",NA,0.288258342389524,960000,0.00629634887669405,73,26,1.0524634107237e-06,NA
"chr10:25000001-26000000",NA,0.261552434628676,990000,0.0160744588564231,73,25,7.45742970506426e-07,NA
"chr10:26000001-27000000",NA,0.315362047218308,990000,-0.00827073514645465,60,20,3.18961781039795e-07,NA
"chr10:27000001-28000000",NA,0.190454341801773,980000,0.019776173911195,56,21,4.77913529414368e-07,NA
"chr10:28000001-29000000",NA,0.385690266643288,980000,0.0174264849194695,73,29,1.72581977495355e-06,NA
"chr10:29000001-30000000",NA,0.636576153464501,950000,0.0320370837707898,56,28,NA,NA
"chr10:30000001-31000000",NA,0.368249127627411,970000,0.0106237592475661,53,26,NA,NA
"chr10:31000001-32000000",NA,0.256316710966167,970000,0.00464667404136624,43,23,NA,NA
"chr10:32000001-33000000",NA,0.454407998991412,980000,0.0285191196574634,42,20,NA,NA
"chr10:33000001-34000000",NA,0.563654357358729,940000,0.0279757131282369,38,24,NA,NA
"chr10:34000001-35000000",NA,0.260756555871508,960000,0.0154107296861836,59,22,NA,NA
"chr10:35000001-36000000",NA,0.250304546200235,970000,-0.0082302216122224,32,22,NA,NA
"chr10:36000001-37000000",NA,0.276295950223849,970000,0.0109143332830342,49,19,NA,NA
"chr10:37000001-38000000",NA,0.196747436216036,900000,-0.00132632065117511,60,30,NA,NA
"chr10:38000001-39000000",NA,0.204852949084804,990000,-0.0113039911092202,28,19,NA,NA
"chr10:39000001-40000000",NA,0.193122205007437,980000,0.0109989408745986,84,26,NA,NA
"chr10:40000001-41000000",NA,0.26079365486718,960000,-0.0110136390270824,63,24,NA,NA
"chr10:41000001-42000000",NA,0.35064538757854,990000,-0.0080782819534751,78,30,NA,NA
"chr10:42000001-43000000",NA,0.250658579237425,990000,0.00556584715850734,74,27,NA,NA
"chr10:43000001-44000000",NA,0.250425456893325,990000,0.0131564376073519,72,23,NA,NA
"chr10:44000001-45000000",NA,0.20674650787887,990000,-0.0333993457854018,77,20,0,NA
"chr10:45000001-46000000",NA,0.260983524785255,980000,0.0159829706503119,49,19,NA,NA
"chr10:46000001-47000000",NA,0.348988730812344,930000,0.0254004238982404,39,16,NA,NA
"chr10:47000001-48000000",NA,0.428077448845487,900000,-0.00842021989317756,21,14,NA,NA
"chr10:48000001-49000000",NA,0.102035551982733,960000,-0.101474334531219,14,13,NA,NA
"chr10:49000001-50000000",NA,0.534709745326592,950000,0.0131372940088264,53,22,0,NA
"chr10:50000001-51000000",NA,0.270393489768821,930000,0.0257196527973271,37,20,NA,NA
"chr10:51000001-52000000",NA,0.103304107115155,950000,0.0117799982547062,45,23,NA,NA
"chr10:52000001-53000000",NA,0.26477842363071,980000,0.0161094785190206,59,21,NA,NA
"chr10:53000001-54000000",NA,0.220301688496698,990000,0.0101376199848477,61,21,NA,NA
"chr10:54000001-55000000",NA,0.347540072226584,990000,0.0431263610918447,54,21,NA,NA
"chr10:55000001-56000000",NA,0.343733017505564,940000,-0.0116697894338822,39,17,NA,NA
"chr10:56000001-57000000",NA,0.297519719933281,990000,0.00958611994586248,61,26,NA,NA
"chr10:57000001-58000000",NA,0.379351544808027,840000,0.0109869452908717,49,20,NA,NA
"chr10:58000001-59000000",NA,0.939345811576392,770000,0.031465474906877,53,23,NA,NA
"chr10:59000001-60000000",NA,0.27873656268098,990000,0.00678954220774025,74,21,NA,NA
"chr10:60000001-61000000",NA,0.228682432789897,990000,0.00409017088257788,84,27,NA,NA
"chr10:61000001-62000000",NA,0.208340365001411,990000,0.00504483904435424,80,31,NA,NA
"chr10:62000001-63000000",NA,0.253269035937019,980000,0.0248090780559462,71,33,NA,NA
"chr10:63000001-64000000",NA,0.274276350471376,990000,0.000702075521562448,67,25,NA,NA
"chr10:64000001-65000000",NA,0.260048851437639,990000,0.01504444219645,80,21,NA,NA
"chr10:65000001-66000000",NA,0.181871759302718,980000,0.0248290826484178,61,21,NA,NA
"chr10:66000001-67000000",NA,0.39521660156281,980000,-0.00185458592160933,57,25,NA,NA
"chr10:67000001-68000000",NA,0.16481792968886,990000,0.0127461726474926,92,29,NA,NA
"chr10:68000001-69000000",NA,0.26707000241213,990000,0.00789847099184559,89,24,NA,NA
"chr10:69000001-70000000",NA,0.319622840168801,990000,0.0126840055758892,82,32,NA,NA
"chr10:70000001-71000000",NA,0.2014793188369,990000,-0.0108508647879805,82,29,NA,NA
"chr10:71000001-72000000",NA,0.247464737445491,990000,0.00902190473237407,71,25,NA,NA
"chr10:72000001-73000000",NA,0.373557301793962,970000,-0.00123586328242693,72,27,NA,NA
"chr10:73000001-74000000",NA,0.253308901275797,990000,0.0041636818065188,82,31,NA,NA
"chr10:74000001-75000000",NA,0.339924766791251,990000,-0.00174395853296974,58,22,NA,NA
"chr10:75000001-76000000",NA,0.402706322024553,990000,0.0208444864765339,80,21,NA,NA
"chr10:76000001-77000000",NA,0.155832375680203,990000,-0.0418771675604399,74,25,NA,NA
"chr10:77000001-78000000",NA,0.194549580412168,990000,0.0270265495839802,91,33,NA,NA
"chr10:78000001-79000000",NA,0.23808793180622,980000,0.10421727120809,56,28,NA,NA
"chr10:79000001-80000000",NA,0.141767161791452,980000,-0.0255415711306352,46,18,NA,NA
"chr10:80000001-81000000",NA,0.263913255582838,990000,0.0171269086716084,92,26,NA,NA
"chr10:81000001-82000000",NA,0.886587685159277,680000,0.00766226485688008,63,21,NA,NA
"chr10:82000001-83000000",NA,0.352419954962508,830000,-0.0968435387147652,34,22,1.52343661898543e-06,NA
"chr10:83000001-84000000",NA,0.248102828997563,990000,0.0102268172750944,78,31,NA,NA
"chr10:84000001-85000000",NA,0.306085626736507,990000,-0.00326675792979525,84,25,NA,NA
"chr10:85000001-86000000",NA,0.234186805607045,990000,0.0740849454124597,76,28,1.79197369904271e-07,NA
"chr10:86000001-87000000",NA,0.195491468562844,980000,0.0597023236775389,79,33,1.25927535100853e-06,NA
"chr10:87000001-88000000",NA,0.246831001829605,970000,0.00921478110499006,79,26,1.84527843463071e-07,NA
"chr10:88000001-89000000",NA,0.336619905588451,990000,0.0276894690992205,76,30,NA,NA
"chr10:89000001-90000000",NA,0.313332341980305,960000,0.00289316751770565,75,27,6.60293571378561e-07,NA
"chr10:90000001-91000000",NA,0.418211653562922,980000,-0.00307606541375919,75,24,NA,NA
"chr10:91000001-92000000",NA,0.313589162233232,980000,0.0211951599240873,75,21,NA,NA
"chr10:92000001-93000000",NA,0.243411744476265,990000,0.011823862798949,91,25,NA,NA
